Comune,2013,2014,2015,2016,2017,2018,2019
Mesero,0.23239611843742225,0.23462583353914546,0.23690651003426333,0.24263640753259294,0.24457308248914617,0.24807321772639693,0.24964131994261118
Morimondo,0.23037542662116042,0.22408026755852842,0.2353448275862069,0.23686553873552982,0.2413178984861977,0.27239819004524884,0.2626641651031895
Motta Visconti,0.2363541394620005,0.24339794458176142,0.2444876783398184,0.2508978963571062,0.25706250798926245,0.25766561514195585,0.256170531039641
Nerviano,0.25528474067228835,0.26235587229851093,0.26690226522217714,0.2723248092270053,0.27752427752427755,0.2797437103221256,0.27858615611192933
Nosate,0.2630098452883263,0.27,0.2675438596491228,0.2767203513909224,0.27474150664697194,0.2790346907993967,0.29121725731895226
Novate Milanese,0.2809179346470442,0.2831403473747255,0.28339899266942603,0.28770614692653673,0.29098360655737704,0.29161658653846156,0.2922708925100912
Noviglio,0.19087799315849488,0.1961896121569517,0.20522133938706016,0.21420493101108345,0.21630094043887146,0.22054856115107913,0.22165520301752828
Opera,0.2741766467065868,0.2772585669781931,0.27792996224180055,0.2823981666297036,0.28634458416060005,0.2883426659879281,0.28970747562296856
Ossona,0.24521163395601797,0.24607452542770097,0.24522589659990685,0.2543488481429243,0.2596944770857814,0.2648305084745763,0.2657375145180023
Ozzero,0.24440052700922266,0.2517985611510791,0.2547478716437459,0.26961770623742454,0.2721774193548387,0.2786547700754976,0.2841225626740947
Paderno Dugnano,0.2497398985073359,0.253537163943068,0.2547203645492711,0.26250662146413817,0.26566962113680115,0.26814477923062346,0.27344810040705564
Pantigliate,0.24259952364749915,0.2493984187005844,0.25198849213064817,0.2584573748308525,0.2628398791540785,0.26551373346897256,0.27113702623906705
Parabiago,0.24115353490767308,0.24628465535409325,0.2459821589801004,0.2528983941816087,0.2575415187058359,0.2585143183196034,0.2584813641379801
Paullo,0.23842426417803303,0.24544241885282347,0.25042046561033904,0.2552929807607836,0.2567080144277294,0.26034299858557286,0.26263706873495585
Pero,0.25556400989157313,0.2536938946194592,0.259129148562448,0.2611857853065734,0.2632830361225423,0.26644319623120133,0.26306322511017177
Peschiera Borromeo,0.22722288020353557,0.22975142076265673,0.2341261276816161,0.23877786811588,0.24614729672200936,0.2508886890230845,0.2498082658713251
Pessano con Bornago,0.214168039538715,0.21808802546372516,0.2247067850487778,0.2314367311072056,0.2381004847950639,0.24275923059915985,0.2468522200132538
Pieve Emanuele,0.22687426403244798,0.22953586497890296,0.2330426977817669,0.23890872004079552,0.2442364030059865,0.2530706243602866,0.2564381806534273
Pioltello,0.21259647869915127,0.21686153172147532,0.22261493780481123,0.22887159319050632,0.2326569783383603,0.23784468747417425,0.2399802349840782
Pogliano Milanese,0.2455118874332848,0.2515078407720145,0.25507629460531056,0.2616620697925411,0.27379666306565836,0.27554918815663804,0.2773530817009078
Pozzo d'Adda,0.1925287356321839,0.195561488403137,0.200433188937021,0.20532194480946123,0.20993301748080379,0.21729853930740195,0.21972514147130154
Pozzuolo Martesana,0.22868311751771317,0.23555934681940044,0.24195686227256297,0.24680597014925373,0.25679071437118584,0.2644757433489828,0.26681667456181907
Pregnana Milanese,0.24857061177815895,0.25433443186702964,0.26020624381974855,0.2644224053638776,0.2666207845836201,0.26935704514363884,0.2744750477229343
Rescaldina,0.2522058304510482,0.2619952159842409,0.26635284198693177,0.27762822329271747,0.2808661696840611,0.2825333993072736,0.27702178664598465
Rho,0.2698989978850829,0.27432346639155625,0.278015482895182,0.28227366070538507,0.286093870833416,0.28960925735119286,0.29136611585109995
Robecchetto con Induno,0.25937307928703135,0.2574298011887682,0.2611019736842105,0.2669952762374204,0.2737556561085973,0.27442052980132453,0.27631305791986716
Robecco sul Naviglio,0.22564699040418726,0.23565573770491804,0.2411420204978038,0.25007376807317794,0.2610179551862294,0.26648721399730824,0.26884758364312267
Rodano,0.19825383304940375,0.20451612903225808,0.2130049686757399,0.2169974115616911,0.21854873336195793,0.23078583765112262,0.23825208607817303
Rosate,0.23266961651917403,0.24083865086599818,0.24694464414090583,0.25176678445229683,0.25170186769069647,0.25662482566248257,0.2597267854054989
Rozzano,0.2487502113169271,0.24930172599011674,0.2537452068497392,0.25661899873469096,0.2624532104808523,0.2667610500551903,0.2701226846283377
San Colombano al Lambro,0.2664388243335612,0.26979152473088974,0.2712946610514876,0.28344080120729864,0.28242391006306555,0.2807781254251122,0.2764809067602213
San Donato Milanese,0.25150740284749185,0.257291928589389,0.26183738917185434,0.26359871719027306,0.26765276127337545,0.2696322067594433,0.26950310751059026
San Giorgio su Legnano,0.24955856386109476,0.25228008237716976,0.25267883000289604,0.26169183404192936,0.2672082717872969,0.26842733512384365,0.26968973747016706
San Giuliano Milanese,0.23338779227040202,0.2386478304742684,0.2441912717083873,0.24828785164893055,0.2535203839459944,0.2598893975074749,0.25970369200810506
San Vittore Olona,0.2364271096665463,0.2421556886227545,0.2460858133142106,0.25080500894454383,0.2585301837270341,0.2616216216216216,0.2662958036038215
San Zenone al Lambro,0.21058879392212726,0.21056289089645588,0.21952924726171055,0.217124687712923,0.22674285714285713,0.23015692517625655,0.23283922462941847
Santo Stefano Ticino,0.22328711256117456,0.2279782301955251,0.2266560255387071,0.23337339743589744,0.2423567523790241,0.24526018555869303,0.24705647575334264
Sedriano,0.2222126113657988,0.22872522214627478,0.23109528653780942,0.23709096995564483,0.24051052544339466,0.24040899795501022,0.24645404607690416
Segrate,0.23612692296464957,0.24022378757573123,0.2446256699902023,0.24927218747297725,0.254652667913131,0.25758877434135163,0.257166350052454
Senago,0.2408105560791706,0.24623892768430425,0.24620651369356034,0.25304920145441157,0.2623959296947271,0.265064147098328,0.2666076998277548
Sesto San Giovanni,0.26944849796205905,0.26983335618401866,0.2698599141928065,0.2707199330065762,0.27335449320474015,0.274606263078674,0.2741499014289738
Settala,0.21395788336933044,0.22246278755074425,0.2264201862096883,0.23176661264181522,0.24246128769356154,0.2471940870517383,0.24644030668127054
Settimo Milanese,0.2250392982100299,0.230223072662269,0.2356873586328223,0.24294615267716935,0.24951879242224698,0.255843431526644,0.25752051048313584
Solaro,0.22608261396875223,0.23470117243351443,0.2375517192181481,0.24251262716084512,0.2488282914358756,0.25308421878342724,0.23804433041123227
Trezzano Rosa,0.18049751243781095,0.19233822945613338,0.19861932938856017,0.20428206639167157,0.20891147156537032,0.21531566640685892,0.22111241676459067
Trezzano sul Naviglio,0.24121964435249496,0.24125669751583048,0.24319103728027816,0.2485301204819277,0.25182306658990594,0.255238369857747,0.2578799294263507
Trezzo sull'Adda,0.2580187103240895,0.26152821708007323,0.26746506986027946,0.2716670861649467,0.27573498617974707,0.27977839335180055,0.2747326203208556
Tribiano,0.17798796216680998,0.18401592718998863,0.19207920792079208,0.1978114478114478,0.20177876598110062,0.20709060213843555,0.2094196804037006
Truccazzano,0.20448504983388704,0.21303841676367868,0.21869810694121555,0.23105360443622922,0.23311842551747539,0.2399931577146767,0.24544829955341807
Turbigo,0.24925534795559165,0.2594159388646288,0.2604823239243628,0.27098816405174786,0.27581916217337205,0.27490261547022815,0.2753058954393771
Vanzaghello,0.2584415584415584,0.26,0.26585545722713866,0.27490261547022815,0.27926920208799405,0.29132690882134915,0.29371944339977435
Vanzago,0.22324702744749417,0.2271062271062271,0.23081134347968904,0.23314086501797582,0.24232230059685295,0.2423948220064725,0.24655765920826161
Vaprio d'Adda,0.2054272792192335,0.20630841121495327,0.20634185858118273,0.21226740179186768,0.21468097120271035,0.21734284440481497,0.21727050455656813
Vermezzo con Zelo,0.17692307692307693,0.18061206439058908,0.18560338743824983,0.19673855865334033,0.19827586206896552,0.20254908715122288,0.2059532002752925
Vernate,0.19772797052502303,0.20437956204379562,0.2059981823689791,0.20957542908762422,0.21490571685124216,0.21808350856112946,0.2259921235989094
Vignate,0.22027204914436158,0.22370999346832135,0.23223005968529573,0.23734109028226674,0.2421211143379585,0.25,0.2563798858619576
Villa Cortese,0.24077356970185335,0.2465422965583789,0.24811184316246185,0.25751486899212345,0.2611495733376268,0.26120731509953066,0.2668190725016329
Vimodrone,0.2255554900689574,0.23208430913348946,0.23804200741307288,0.24272646798465625,0.2495553183920313,0.25336336158359507,0.25712758374910905
Vittuone,0.21563583491779442,0.2262897048884884,0.22678911412252212,0.23957741678973077,0.2442017563611799,0.24389970897694202,0.24849565411187877
Vizzolo Predabissi,0.24393901524618844,0.25820292781423526,0.2710735331796054,0.26992615227909345,0.27876782077393075,0.27902902902902904,0.28156784916894073
Zibido San Giacomo,0.19838056680161945,0.2008988764044944,0.20339985218033999,0.21335504885993486,0.21867577197149643,0.2248371817643576,0.23310161218754621
