age_group,Comune,Sesso,Popolazione,Year
Middle-age,Solaro,Femmine,3639,2012
Middle-age,Solaro,Maschi,3697,2012
Middle-age,Trezzano Rosa,Femmine,1334,2012
Middle-age,Trezzano Rosa,Maschi,1332,2012
Middle-age,Trezzano sul Naviglio,Femmine,5236,2012
Middle-age,Trezzano sul Naviglio,Maschi,5096,2012
Middle-age,Trezzo sull'Adda,Femmine,3064,2012
Middle-age,Trezzo sull'Adda,Maschi,2989,2012
Middle-age,Tribiano,Femmine,925,2012
Middle-age,Tribiano,Maschi,945,2012
Middle-age,Truccazzano,Femmine,1557,2012
Middle-age,Truccazzano,Maschi,1723,2012
Middle-age,Turbigo,Femmine,1804,2012
Middle-age,Turbigo,Maschi,1825,2012
Middle-age,Vanzaghello,Femmine,1380,2012
Middle-age,Vanzaghello,Maschi,1358,2012
Middle-age,Vanzago,Femmine,2397,2012
Middle-age,Vanzago,Maschi,2386,2012
Middle-age,Vaprio d'Adda,Femmine,2088,2012
Middle-age,Vaprio d'Adda,Maschi,2177,2012
Middle-age,Vermezzo con Zelo,Femmine,1444,2012
Middle-age,Vermezzo con Zelo,Maschi,1415,2012
Middle-age,Vernate,Femmine,877,2012
Middle-age,Vernate,Maschi,935,2012
Middle-age,Vignate,Femmine,2455,2012
Middle-age,Vignate,Maschi,2374,2012
Middle-age,Villa Cortese,Femmine,1606,2012
Middle-age,Villa Cortese,Maschi,1603,2012
Middle-age,Vimodrone,Femmine,4493,2012
Middle-age,Vimodrone,Maschi,4314,2012
Middle-age,Vittuone,Femmine,2365,2012
Middle-age,Vittuone,Maschi,2347,2012
Middle-age,Vizzolo Predabissi,Femmine,1089,2012
Middle-age,Vizzolo Predabissi,Maschi,1044,2012
Middle-age,Zibido San Giacomo,Femmine,1791,2012
Middle-age,Zibido San Giacomo,Maschi,1795,2012
Old,Abbiategrasso,Femmine,3978,2012
Old,Abbiategrasso,Maschi,2727,2012
Old,Albairate,Femmine,460,2012
Old,Albairate,Maschi,329,2012
Old,Arconate,Femmine,621,2012
Old,Arconate,Maschi,440,2012
Old,Arese,Femmine,2320,2012
Old,Arese,Maschi,2084,2012
Old,Arluno,Femmine,1272,2012
Old,Arluno,Maschi,922,2012
Old,Assago,Femmine,645,2012
Old,Assago,Maschi,565,2012
Old,Baranzate,Femmine,1057,2012
Old,Baranzate,Maschi,825,2012
Old,Bareggio,Femmine,1837,2012
Old,Bareggio,Maschi,1427,2012
Old,Basiano,Femmine,320,2012
Old,Basiano,Maschi,269,2012
Old,Basiglio,Femmine,571,2012
Old,Basiglio,Maschi,540,2012
Old,Bellinzago Lombardo,Femmine,398,2012
Old,Bellinzago Lombardo,Maschi,320,2012
Old,Bernate Ticino,Femmine,360,2012
Old,Bernate Ticino,Maschi,281,2012
Old,Besate,Femmine,217,2012
Old,Besate,Maschi,162,2012
Old,Binasco,Femmine,957,2012
Old,Binasco,Maschi,672,2012
Old,Boffalora sopra Ticino,Femmine,465,2012
Old,Boffalora sopra Ticino,Maschi,375,2012
Old,Bollate,Femmine,4359,2012
Old,Bollate,Maschi,3274,2012
Old,Bresso,Femmine,4074,2012
Old,Bresso,Maschi,3006,2012
Old,Bubbiano,Femmine,145,2012
Old,Bubbiano,Maschi,131,2012
Old,Buccinasco,Femmine,2190,2012
Old,Buccinasco,Maschi,1930,2012
Old,Buscate,Femmine,551,2012
Old,Buscate,Maschi,398,2012
Old,Bussero,Femmine,870,2012
Old,Bussero,Maschi,660,2012
Old,Busto Garolfo,Femmine,1563,2012
Old,Busto Garolfo,Maschi,1091,2012
Old,Calvignasco,Femmine,79,2012
Old,Calvignasco,Maschi,73,2012
Old,Cambiago,Femmine,544,2012
Old,Cambiago,Maschi,436,2012
Old,Canegrate,Femmine,1517,2012
Old,Canegrate,Maschi,1152,2012
Old,Carpiano,Femmine,263,2012
Old,Carpiano,Maschi,223,2012
Old,Carugate,Femmine,1359,2012
Old,Carugate,Maschi,1027,2012
Old,Casarile,Femmine,293,2012
Old,Casarile,Maschi,243,2012
Old,Casorezzo,Femmine,510,2012
Old,Casorezzo,Maschi,406,2012
Old,Cassano d'Adda,Femmine,2127,2012
Old,Cassano d'Adda,Maschi,1526,2012
Old,Cassina de' Pecchi,Femmine,1442,2012
Old,Cassina de' Pecchi,Maschi,1197,2012
Old,Cassinetta di Lugagnano,Femmine,178,2012
Old,Cassinetta di Lugagnano,Maschi,126,2012
Old,Castano Primo,Femmine,1390,2012
Old,Castano Primo,Maschi,906,2012
Old,Cernusco sul Naviglio,Femmine,3862,2012
Old,Cernusco sul Naviglio,Maschi,2828,2012
Old,Cerro Maggiore,Femmine,1811,2012
Old,Cerro Maggiore,Maschi,1270,2012
Old,Cerro al Lambro,Femmine,446,2012
Old,Cerro al Lambro,Maschi,430,2012
Old,Cesano Boscone,Femmine,2711,2012
Old,Cesano Boscone,Maschi,2187,2012
Old,Cesate,Femmine,1366,2012
Old,Cesate,Maschi,967,2012
Old,Cinisello Balsamo,Femmine,9164,2012
Old,Cinisello Balsamo,Maschi,6899,2012
Old,Cisliano,Femmine,358,2012
Old,Cisliano,Maschi,325,2012
Old,Cologno Monzese,Femmine,5564,2012
Old,Cologno Monzese,Maschi,4282,2012
Old,Colturano,Femmine,144,2012
Old,Colturano,Maschi,130,2012
Old,Corbetta,Femmine,1744,2012
Old,Corbetta,Maschi,1307,2012
Old,Cormano,Femmine,2487,2012
Old,Cormano,Maschi,1830,2012
Old,Cornaredo,Femmine,2177,2012
Old,Cornaredo,Maschi,1725,2012
Old,Corsico,Femmine,4865,2012
Old,Corsico,Maschi,3685,2012
Old,Cuggiono,Femmine,938,2012
Old,Cuggiono,Maschi,660,2012
Old,Cusago,Femmine,331,2012
Old,Cusago,Maschi,244,2012
Old,Cusano Milanino,Femmine,2884,2012
Old,Cusano Milanino,Maschi,2086,2012
Old,Dairago,Femmine,523,2012
Old,Dairago,Maschi,418,2012
Old,Dresano,Femmine,328,2012
Old,Dresano,Maschi,277,2012
Old,Gaggiano,Femmine,914,2012
Old,Gaggiano,Maschi,751,2012
Old,Garbagnate Milanese,Femmine,2908,2012
Old,Garbagnate Milanese,Maschi,2300,2012
Old,Gessate,Femmine,778,2012
Old,Gessate,Maschi,548,2012
Old,Gorgonzola,Femmine,2307,2012
Old,Gorgonzola,Maschi,1621,2012
Old,Grezzago,Femmine,222,2012
Old,Grezzago,Maschi,161,2012
Old,Gudo Visconti,Femmine,138,2012
Old,Gudo Visconti,Maschi,116,2012
Old,Inveruno,Femmine,1088,2012
Old,Inveruno,Maschi,811,2012
Old,Inzago,Femmine,1303,2012
Old,Inzago,Maschi,933,2012
Old,Lacchiarella,Femmine,942,2012
Old,Lacchiarella,Maschi,707,2012
Old,Lainate,Femmine,2690,2012
Old,Lainate,Maschi,2097,2012
Old,Legnano,Femmine,7127,2012
Old,Legnano,Maschi,4942,2012
Old,Liscate,Femmine,294,2012
Old,Liscate,Maschi,238,2012
Old,Locate di Triulzi,Femmine,985,2012
Old,Locate di Triulzi,Maschi,721,2012
Old,Magenta,Femmine,3206,2012
Old,Magenta,Maschi,2203,2012
Old,Magnago,Femmine,932,2012
Old,Magnago,Maschi,688,2012
Old,Marcallo con Casone,Femmine,682,2012
Old,Marcallo con Casone,Maschi,500,2012
Old,Masate,Femmine,296,2012
Old,Masate,Maschi,226,2012
Old,Mediglia,Femmine,1054,2012
Old,Mediglia,Maschi,800,2012
Old,Melegnano,Femmine,2543,2012
Old,Melegnano,Maschi,1634,2012
Old,Melzo,Femmine,2489,2012
Old,Melzo,Maschi,1699,2012
Old,Mesero,Femmine,428,2012
Old,Mesero,Maschi,320,2012
Old,Milano,Femmine,189887,2012
Old,Milano,Maschi,126088,2012
Old,Morimondo,Femmine,118,2012
Old,Morimondo,Maschi,96,2012
Old,Motta Visconti,Femmine,830,2012
Old,Motta Visconti,Maschi,579,2012
Old,Nerviano,Femmine,2123,2012
Old,Nerviano,Maschi,1510,2012
Old,Nosate,Femmine,99,2012
Old,Nosate,Maschi,67,2012
Old,Novate Milanese,Femmine,2633,2012
Old,Novate Milanese,Maschi,1986,2012
Old,Noviglio,Femmine,260,2012
Old,Noviglio,Maschi,229,2012
Old,Opera,Femmine,1545,2012
Old,Opera,Maschi,1261,2012
Old,Ossona,Femmine,459,2012
Old,Ossona,Maschi,336,2012
Old,Ozzero,Femmine,145,2012
Old,Ozzero,Maschi,118,2012
Old,Paderno Dugnano,Femmine,5272,2012
Old,Paderno Dugnano,Maschi,4050,2012
Old,Pantigliate,Femmine,583,2012
Old,Pantigliate,Maschi,496,2012
Old,Parabiago,Femmine,3132,2012
Old,Parabiago,Maschi,2263,2012
Old,Paullo,Femmine,1199,2012
Old,Paullo,Maschi,923,2012
Old,Pero,Femmine,1206,2012
Old,Pero,Maschi,904,2012
Old,Peschiera Borromeo,Femmine,2042,2012
Old,Peschiera Borromeo,Maschi,1798,2012
Old,Pessano con Bornago,Femmine,809,2012
Old,Pessano con Bornago,Maschi,624,2012
Old,Pieve Emanuele,Femmine,1073,2012
Old,Pieve Emanuele,Maschi,1000,2012
Old,Pioltello,Femmine,3271,2012
Old,Pioltello,Maschi,2492,2012
Old,Pogliano Milanese,Femmine,864,2012
Old,Pogliano Milanese,Maschi,650,2012
Old,Pozzo d'Adda,Femmine,424,2012
Old,Pozzo d'Adda,Maschi,320,2012
Old,Pozzuolo Martesana,Femmine,817,2012
Old,Pozzuolo Martesana,Maschi,622,2012
Old,Pregnana Milanese,Femmine,695,2012
Old,Pregnana Milanese,Maschi,575,2012
Old,Rescaldina,Femmine,1600,2012
Old,Rescaldina,Maschi,1214,2012
Old,Rho,Femmine,6420,2012
Old,Rho,Maschi,4675,2012
Old,Robecchetto con Induno,Femmine,534,2012
Old,Robecchetto con Induno,Maschi,408,2012
Old,Robecco sul Naviglio,Femmine,656,2012
Old,Robecco sul Naviglio,Maschi,512,2012
Old,Rodano,Femmine,410,2012
Old,Rodano,Maschi,380,2012
Old,Rosate,Femmine,529,2012
Old,Rosate,Maschi,385,2012
Old,Rozzano,Femmine,4833,2012
Old,Rozzano,Maschi,3814,2012
Old,San Colombano al Lambro,Femmine,985,2012
Old,San Colombano al Lambro,Maschi,771,2012
Old,San Donato Milanese,Femmine,3962,2012
Old,San Donato Milanese,Maschi,3211,2012
Old,San Giorgio su Legnano,Femmine,839,2012
Old,San Giorgio su Legnano,Maschi,587,2012
Old,San Giuliano Milanese,Femmine,3786,2012
Old,San Giuliano Milanese,Maschi,2907,2012
Old,San Vittore Olona,Femmine,1006,2012
Old,San Vittore Olona,Maschi,660,2012
Old,San Zenone al Lambro,Femmine,323,2012
Old,San Zenone al Lambro,Maschi,246,2012
Old,Santo Stefano Ticino,Femmine,414,2012
Old,Santo Stefano Ticino,Maschi,311,2012
Old,Sedriano,Femmine,1137,2012
Old,Sedriano,Maschi,821,2012
Old,Segrate,Femmine,4043,2012
Old,Segrate,Maschi,3322,2012
Old,Senago,Femmine,2165,2012
Old,Senago,Maschi,1666,2012
Old,Sesto San Giovanni,Femmine,11316,2012
Old,Sesto San Giovanni,Maschi,8050,2012
Old,Settala,Femmine,559,2012
Old,Settala,Maschi,504,2012
Old,Settimo Milanese,Femmine,1874,2012
Old,Settimo Milanese,Maschi,1468,2012
Old,Solaro,Femmine,1264,2012
Old,Solaro,Maschi,946,2012
Old,Trezzano Rosa,Femmine,362,2012
Old,Trezzano Rosa,Maschi,264,2012
Old,Trezzano sul Naviglio,Femmine,2171,2012
Old,Trezzano sul Naviglio,Maschi,1778,2012
Old,Trezzo sull'Adda,Femmine,1532,2012
Old,Trezzo sull'Adda,Maschi,1066,2012
Old,Tribiano,Femmine,199,2012
Old,Tribiano,Maschi,178,2012
Old,Truccazzano,Femmine,475,2012
Old,Truccazzano,Maschi,391,2012
Old,Turbigo,Femmine,995,2012
Old,Turbigo,Maschi,665,2012
Old,Vanzaghello,Femmine,594,2012
Old,Vanzaghello,Maschi,476,2012
Old,Vanzago,Femmine,856,2012
Old,Vanzago,Maschi,642,2012
Old,Vaprio d'Adda,Femmine,832,2012
Old,Vaprio d'Adda,Maschi,602,2012
Old,Vermezzo con Zelo,Femmine,420,2012
Old,Vermezzo con Zelo,Maschi,331,2012
Old,Vernate,Femmine,270,2012
Old,Vernate,Maschi,199,2012
Old,Vignate,Femmine,761,2012
Old,Vignate,Maschi,618,2012
Old,Villa Cortese,Femmine,699,2012
Old,Villa Cortese,Maschi,527,2012
Old,Vimodrone,Femmine,1787,2012
Old,Vimodrone,Maschi,1381,2012
Old,Vittuone,Femmine,918,2012
Old,Vittuone,Maschi,680,2012
Old,Vizzolo Predabissi,Femmine,386,2012
Old,Vizzolo Predabissi,Maschi,336,2012
Old,Zibido San Giacomo,Femmine,493,2012
Old,Zibido San Giacomo,Maschi,426,2012
Young,Abbiategrasso,Femmine,4423,2013
Young,Abbiategrasso,Maschi,4658,2013
Young,Albairate,Femmine,682,2013
Young,Albairate,Maschi,730,2013
Young,Arconate,Femmine,955,2013
Young,Arconate,Maschi,1011,2013
Young,Arese,Femmine,2543,2013
Young,Arese,Maschi,2749,2013
Young,Arluno,Femmine,1630,2013
Young,Arluno,Maschi,1727,2013
Young,Assago,Femmine,1227,2013
Young,Assago,Maschi,1358,2013
Young,Baranzate,Femmine,1700,2013
Young,Baranzate,Maschi,1807,2013
Young,Bareggio,Femmine,2391,2013
Young,Bareggio,Maschi,2545,2013
Young,Basiano,Femmine,529,2013
Young,Basiano,Maschi,543,2013
Young,Basiglio,Femmine,1176,2013
Young,Basiglio,Maschi,1350,2013
Young,Bellinzago Lombardo,Femmine,556,2013
Young,Bellinzago Lombardo,Maschi,570,2013
Young,Bernate Ticino,Femmine,408,2013
Young,Bernate Ticino,Maschi,430,2013
Young,Besate,Femmine,298,2013
Young,Besate,Maschi,311,2013
Young,Binasco,Femmine,964,2013
Young,Binasco,Maschi,985,2013
Young,Boffalora sopra Ticino,Femmine,545,2013
Young,Boffalora sopra Ticino,Maschi,581,2013
Young,Bollate,Femmine,4835,2013
Young,Bollate,Maschi,5041,2013
Young,Bresso,Femmine,3237,2013
Young,Bresso,Maschi,3505,2013
Young,Bubbiano,Femmine,346,2013
Young,Bubbiano,Maschi,378,2013
Young,Buccinasco,Femmine,4147,2013
Young,Buccinasco,Maschi,4356,2013
Young,Buscate,Femmine,657,2013
Young,Buscate,Maschi,693,2013
Young,Bussero,Femmine,1220,2013
Young,Bussero,Maschi,1291,2013
Young,Busto Garolfo,Femmine,1837,2013
Young,Busto Garolfo,Maschi,2024,2013
Young,Calvignasco,Femmine,179,2013
Young,Calvignasco,Maschi,218,2013
Young,Cambiago,Femmine,998,2013
Young,Cambiago,Maschi,1054,2013
Young,Canegrate,Femmine,1675,2013
Young,Canegrate,Maschi,1729,2013
Young,Carpiano,Femmine,607,2013
Young,Carpiano,Maschi,626,2013
Young,Carugate,Femmine,2141,2013
Young,Carugate,Maschi,2361,2013
Young,Casarile,Femmine,642,2013
Young,Casarile,Maschi,653,2013
Young,Casorezzo,Femmine,762,2013
Young,Casorezzo,Maschi,755,2013
Young,Cassano d'Adda,Femmine,2625,2013
Young,Cassano d'Adda,Maschi,2786,2013
Young,Cassina de' Pecchi,Femmine,1859,2013
Young,Cassina de' Pecchi,Maschi,1871,2013
Young,Cassinetta di Lugagnano,Femmine,258,2013
Young,Cassinetta di Lugagnano,Maschi,286,2013
Young,Castano Primo,Femmine,1543,2013
Young,Castano Primo,Maschi,1644,2013
Young,Cernusco sul Naviglio,Femmine,4369,2013
Young,Cernusco sul Naviglio,Maschi,4543,2013
Young,Cerro Maggiore,Femmine,2041,2013
Young,Cerro Maggiore,Maschi,2194,2013
Young,Cerro al Lambro,Femmine,694,2013
Young,Cerro al Lambro,Maschi,769,2013
Young,Cesano Boscone,Femmine,3100,2013
Young,Cesano Boscone,Maschi,3347,2013
Young,Cesate,Femmine,2066,2013
Young,Cesate,Maschi,2164,2013
Young,Cinisello Balsamo,Femmine,10034,2013
Young,Cinisello Balsamo,Maschi,10634,2013
Young,Cisliano,Femmine,643,2013
Young,Cisliano,Maschi,664,2013
Young,Cologno Monzese,Femmine,6615,2013
Young,Cologno Monzese,Maschi,6936,2013
Young,Colturano,Femmine,336,2013
Young,Colturano,Maschi,325,2013
Young,Corbetta,Femmine,2622,2013
Young,Corbetta,Maschi,2627,2013
Young,Cormano,Femmine,2864,2013
Young,Cormano,Maschi,2881,2013
Young,Cornaredo,Femmine,2818,2013
Young,Cornaredo,Maschi,2871,2013
Young,Corsico,Femmine,4451,2013
Young,Corsico,Maschi,4630,2013
Young,Cuggiono,Femmine,1154,2013
Young,Cuggiono,Maschi,1202,2013
Young,Cusago,Femmine,549,2013
Young,Cusago,Maschi,580,2013
Young,Cusano Milanino,Femmine,2325,2013
Young,Cusano Milanino,Maschi,2426,2013
Young,Dairago,Femmine,872,2013
Young,Dairago,Maschi,919,2013
Young,Dresano,Femmine,430,2013
Young,Dresano,Maschi,450,2013
Young,Gaggiano,Femmine,1201,2013
Young,Gaggiano,Maschi,1249,2013
Young,Garbagnate Milanese,Femmine,3698,2013
Young,Garbagnate Milanese,Maschi,4013,2013
Young,Gessate,Femmine,1314,2013
Young,Gessate,Maschi,1411,2013
Young,Gorgonzola,Femmine,2845,2013
Young,Gorgonzola,Maschi,2867,2013
Young,Grezzago,Femmine,464,2013
Young,Grezzago,Maschi,487,2013
Young,Gudo Visconti,Femmine,267,2013
Young,Gudo Visconti,Maschi,283,2013
Young,Inveruno,Femmine,1109,2013
Young,Inveruno,Maschi,1213,2013
Young,Inzago,Femmine,1426,2013
Young,Inzago,Maschi,1622,2013
Young,Lacchiarella,Femmine,1238,2013
Young,Lacchiarella,Maschi,1289,2013
Young,Lainate,Femmine,3444,2013
Young,Lainate,Maschi,3804,2013
Young,Legnano,Femmine,8131,2013
Young,Legnano,Maschi,8433,2013
Young,Liscate,Femmine,645,2013
Young,Liscate,Maschi,664,2013
Young,Locate di Triulzi,Femmine,1494,2013
Young,Locate di Triulzi,Maschi,1536,2013
Young,Magenta,Femmine,3087,2013
Young,Magenta,Maschi,3253,2013
Young,Magnago,Femmine,1274,2013
Young,Magnago,Maschi,1411,2013
Young,Marcallo con Casone,Femmine,846,2013
Young,Marcallo con Casone,Maschi,890,2013
Young,Masate,Femmine,517,2013
Young,Masate,Maschi,522,2013
Young,Mediglia,Femmine,1796,2013
Young,Mediglia,Maschi,2000,2013
Young,Melegnano,Femmine,2376,2013
Young,Melegnano,Maschi,2369,2013
Young,Melzo,Femmine,2479,2013
Young,Melzo,Maschi,2517,2013
Young,Mesero,Femmine,528,2013
Young,Mesero,Maschi,565,2013
Young,Milano,Femmine,161945,2013
Young,Milano,Maschi,174353,2013
Young,Morimondo,Femmine,163,2013
Young,Morimondo,Maschi,174,2013
Young,Motta Visconti,Femmine,1070,2013
Young,Motta Visconti,Maschi,1124,2013
Young,Nerviano,Femmine,2314,2013
Young,Nerviano,Maschi,2557,2013
Young,Nosate,Femmine,81,2013
Young,Nosate,Maschi,93,2013
Young,Novate Milanese,Femmine,2634,2013
Young,Novate Milanese,Maschi,2706,2013
Young,Noviglio,Femmine,664,2013
Young,Noviglio,Maschi,732,2013
Young,Opera,Femmine,1761,2013
Young,Opera,Maschi,1792,2013
Young,Ossona,Femmine,554,2013
Young,Ossona,Maschi,660,2013
Young,Ozzero,Femmine,236,2013
Young,Ozzero,Maschi,211,2013
Young,Paderno Dugnano,Femmine,6675,2013
Young,Paderno Dugnano,Maschi,6843,2013
Young,Pantigliate,Femmine,858,2013
Young,Pantigliate,Maschi,879,2013
Young,Parabiago,Femmine,3750,2013
Young,Parabiago,Maschi,3804,2013
Young,Paullo,Femmine,1618,2013
Young,Paullo,Maschi,1734,2013
Young,Pero,Femmine,1395,2013
Young,Pero,Maschi,1460,2013
Young,Peschiera Borromeo,Femmine,3332,2013
Young,Peschiera Borromeo,Maschi,3385,2013
Young,Pessano con Bornago,Femmine,1364,2013
Young,Pessano con Bornago,Maschi,1494,2013
Young,Pieve Emanuele,Femmine,2381,2013
Young,Pieve Emanuele,Maschi,2578,2013
Young,Pioltello,Femmine,5659,2013
Young,Pioltello,Maschi,6238,2013
Young,Pogliano Milanese,Femmine,1164,2013
Young,Pogliano Milanese,Maschi,1253,2013
Young,Pozzo d'Adda,Femmine,927,2013
Young,Pozzo d'Adda,Maschi,935,2013
Young,Pozzuolo Martesana,Femmine,1212,2013
Young,Pozzuolo Martesana,Maschi,1183,2013
Young,Pregnana Milanese,Femmine,959,2013
Young,Pregnana Milanese,Maschi,1016,2013
Young,Rescaldina,Femmine,1921,2013
Young,Rescaldina,Maschi,2072,2013
Young,Rho,Femmine,6608,2013
Young,Rho,Maschi,7108,2013
Young,Robecchetto con Induno,Femmine,632,2013
Young,Robecchetto con Induno,Maschi,732,2013
Young,Robecco sul Naviglio,Femmine,986,2013
Young,Robecco sul Naviglio,Maschi,985,2013
Young,Rodano,Femmine,654,2013
Young,Rodano,Maschi,752,2013
Young,Rosate,Femmine,795,2013
Young,Rosate,Maschi,812,2013
Young,Rozzano,Femmine,6015,2013
Young,Rozzano,Maschi,6185,2013
Young,San Colombano al Lambro,Femmine,906,2013
Young,San Colombano al Lambro,Maschi,975,2013
Young,San Donato Milanese,Femmine,4380,2013
Young,San Donato Milanese,Maschi,4733,2013
Young,San Giorgio su Legnano,Femmine,911,2013
Young,San Giorgio su Legnano,Maschi,992,2013
Young,San Giuliano Milanese,Femmine,5415,2013
Young,San Giuliano Milanese,Maschi,5857,2013
Young,San Vittore Olona,Femmine,1173,2013
Young,San Vittore Olona,Maschi,1181,2013
Young,San Zenone al Lambro,Femmine,621,2013
Young,San Zenone al Lambro,Maschi,660,2013
Young,Santo Stefano Ticino,Femmine,742,2013
Young,Santo Stefano Ticino,Maschi,742,2013
Young,Sedriano,Femmine,1651,2013
Young,Sedriano,Maschi,1903,2013
Young,Segrate,Femmine,4660,2013
Young,Segrate,Maschi,5119,2013
Young,Senago,Femmine,3009,2013
Young,Senago,Maschi,3330,2013
Young,Sesto San Giovanni,Femmine,10159,2013
Young,Sesto San Giovanni,Maschi,10741,2013
Young,Settala,Femmine,1117,2013
Young,Settala,Maschi,1205,2013
Young,Settimo Milanese,Femmine,2811,2013
Young,Settimo Milanese,Maschi,2944,2013
Young,Solaro,Femmine,2166,2013
Young,Solaro,Maschi,2286,2013
Young,Trezzano Rosa,Femmine,807,2013
Young,Trezzano Rosa,Maschi,852,2013
Young,Trezzano sul Naviglio,Femmine,2912,2013
Young,Trezzano sul Naviglio,Maschi,2990,2013
Young,Trezzo sull'Adda,Femmine,1583,2013
Young,Trezzo sull'Adda,Maschi,1736,2013
Young,Tribiano,Femmine,565,2013
Young,Tribiano,Maschi,586,2013
Young,Truccazzano,Femmine,848,2013
Young,Truccazzano,Maschi,974,2013
Young,Turbigo,Femmine,1027,2013
Young,Turbigo,Maschi,1067,2013
Young,Vanzaghello,Femmine,799,2013
Young,Vanzaghello,Maschi,791,2013
Young,Vanzago,Femmine,1279,2013
Young,Vanzago,Maschi,1344,2013
Young,Vaprio d'Adda,Femmine,1234,2013
Young,Vaprio d'Adda,Maschi,1302,2013
Young,Vermezzo con Zelo,Femmine,955,2013
Young,Vermezzo con Zelo,Maschi,888,2013
Young,Vernate,Femmine,459,2013
Young,Vernate,Maschi,475,2013
Young,Vignate,Femmine,1390,2013
Young,Vignate,Maschi,1473,2013
Young,Villa Cortese,Femmine,850,2013
Young,Villa Cortese,Maschi,907,2013
Young,Vimodrone,Femmine,2344,2013
Young,Vimodrone,Maschi,2460,2013
Young,Vittuone,Femmine,1305,2013
Young,Vittuone,Maschi,1353,2013
Young,Vizzolo Predabissi,Femmine,554,2013
Young,Vizzolo Predabissi,Maschi,597,2013
Young,Zibido San Giacomo,Femmine,1040,2013
Young,Zibido San Giacomo,Maschi,1079,2013
Middle-age,Abbiategrasso,Femmine,8046,2013
Middle-age,Abbiategrasso,Maschi,7916,2013
Middle-age,Albairate,Femmine,1192,2013
Middle-age,Albairate,Maschi,1246,2013
Middle-age,Arconate,Femmine,1747,2013
Middle-age,Arconate,Maschi,1787,2013
Middle-age,Arese,Femmine,4863,2013
Middle-age,Arese,Maschi,4366,2013
Middle-age,Arluno,Femmine,3053,2013
Middle-age,Arluno,Maschi,3103,2013
Middle-age,Assago,Femmine,2279,2013
Middle-age,Assago,Maschi,2147,2013
Middle-age,Baranzate,Femmine,2777,2013
Middle-age,Baranzate,Maschi,2973,2013
Middle-age,Bareggio,Femmine,4542,2013
Middle-age,Bareggio,Maschi,4422,2013
Middle-age,Basiano,Femmine,999,2013
Middle-age,Basiano,Maschi,1001,2013
Middle-age,Basiglio,Femmine,2099,2013
Middle-age,Basiglio,Maschi,1827,2013
Middle-age,Bellinzago Lombardo,Femmine,1003,2013
Middle-age,Bellinzago Lombardo,Maschi,1001,2013
Middle-age,Bernate Ticino,Femmine,797,2013
Middle-age,Bernate Ticino,Maschi,787,2013
Middle-age,Besate,Femmine,528,2013
Middle-age,Besate,Maschi,534,2013
Middle-age,Binasco,Femmine,1818,2013
Middle-age,Binasco,Maschi,1743,2013
Middle-age,Boffalora sopra Ticino,Femmine,1068,2013
Middle-age,Boffalora sopra Ticino,Maschi,1046,2013
Middle-age,Bollate,Femmine,9274,2013
Middle-age,Bollate,Maschi,8704,2013
Middle-age,Bresso,Femmine,6246,2013
Middle-age,Bresso,Maschi,5884,2013
Middle-age,Bubbiano,Femmine,637,2013
Middle-age,Bubbiano,Maschi,628,2013
Middle-age,Buccinasco,Femmine,7306,2013
Middle-age,Buccinasco,Maschi,6727,2013
Middle-age,Buscate,Femmine,1193,2013
Middle-age,Buscate,Maschi,1255,2013
Middle-age,Bussero,Femmine,2273,2013
Middle-age,Bussero,Maschi,2229,2013
Middle-age,Busto Garolfo,Femmine,3488,2013
Middle-age,Busto Garolfo,Maschi,3566,2013
Middle-age,Calvignasco,Femmine,322,2013
Middle-age,Calvignasco,Maschi,319,2013
Middle-age,Cambiago,Femmine,1743,2013
Middle-age,Cambiago,Maschi,1809,2013
Middle-age,Canegrate,Femmine,3198,2013
Middle-age,Canegrate,Maschi,3185,2013
Middle-age,Carpiano,Femmine,1092,2013
Middle-age,Carpiano,Maschi,1191,2013
Middle-age,Carugate,Femmine,3843,2013
Middle-age,Carugate,Maschi,3755,2013
Middle-age,Casarile,Femmine,1100,2013
Middle-age,Casarile,Maschi,1048,2013
Middle-age,Casorezzo,Femmine,1454,2013
Middle-age,Casorezzo,Maschi,1483,2013
Middle-age,Cassano d'Adda,Femmine,4718,2013
Middle-age,Cassano d'Adda,Maschi,4686,2013
Middle-age,Cassina de' Pecchi,Femmine,3512,2013
Middle-age,Cassina de' Pecchi,Maschi,3288,2013
Middle-age,Cassinetta di Lugagnano,Femmine,534,2013
Middle-age,Cassinetta di Lugagnano,Maschi,505,2013
Middle-age,Castano Primo,Femmine,2755,2013
Middle-age,Castano Primo,Maschi,2864,2013
Middle-age,Cernusco sul Naviglio,Femmine,8163,2013
Middle-age,Cernusco sul Naviglio,Maschi,7663,2013
Middle-age,Cerro Maggiore,Femmine,3840,2013
Middle-age,Cerro Maggiore,Maschi,3853,2013
Middle-age,Cerro al Lambro,Femmine,1351,2013
Middle-age,Cerro al Lambro,Maschi,1268,2013
Middle-age,Cesano Boscone,Femmine,6044,2013
Middle-age,Cesano Boscone,Maschi,5715,2013
Middle-age,Cesate,Femmine,3699,2013
Middle-age,Cesate,Maschi,3626,2013
Middle-age,Cinisello Balsamo,Femmine,18315,2013
Middle-age,Cinisello Balsamo,Maschi,17862,2013
Middle-age,Cisliano,Femmine,1242,2013
Middle-age,Cisliano,Maschi,1267,2013
Middle-age,Cologno Monzese,Femmine,11897,2013
