age_group,Comune,Sesso,Popolazione,Year
Young,San Giuliano Milanese,Maschi,5945,2015
Young,San Vittore Olona,Femmine,1181,2015
Young,San Vittore Olona,Maschi,1188,2015
Young,San Zenone al Lambro,Femmine,619,2015
Young,San Zenone al Lambro,Maschi,663,2015
Young,Santo Stefano Ticino,Femmine,731,2015
Young,Santo Stefano Ticino,Maschi,758,2015
Young,Sedriano,Femmine,1706,2015
Young,Sedriano,Maschi,1909,2015
Young,Segrate,Femmine,4782,2015
Young,Segrate,Maschi,5212,2015
Young,Senago,Femmine,3020,2015
Young,Senago,Maschi,3306,2015
Young,Sesto San Giovanni,Femmine,10457,2015
Young,Sesto San Giovanni,Maschi,11068,2015
Young,Settala,Femmine,1111,2015
Young,Settala,Maschi,1192,2015
Young,Settimo Milanese,Femmine,2853,2015
Young,Settimo Milanese,Maschi,2905,2015
Young,Solaro,Femmine,2125,2015
Young,Solaro,Maschi,2232,2015
Young,Trezzano Rosa,Femmine,788,2015
Young,Trezzano Rosa,Maschi,822,2015
Young,Trezzano sul Naviglio,Femmine,2947,2015
Young,Trezzano sul Naviglio,Maschi,3032,2015
Young,Trezzo sull'Adda,Femmine,1596,2015
Young,Trezzo sull'Adda,Maschi,1738,2015
Young,Tribiano,Femmine,550,2015
Young,Tribiano,Maschi,584,2015
Young,Truccazzano,Femmine,848,2015
Young,Truccazzano,Maschi,929,2015
Young,Turbigo,Femmine,960,2015
Young,Turbigo,Maschi,1062,2015
Young,Vanzaghello,Femmine,798,2015
Young,Vanzaghello,Maschi,781,2015
Young,Vanzago,Femmine,1304,2015
Young,Vanzago,Maschi,1400,2015
Young,Vaprio d'Adda,Femmine,1282,2015
Young,Vaprio d'Adda,Maschi,1322,2015
Young,Vermezzo con Zelo,Femmine,971,2015
Young,Vermezzo con Zelo,Maschi,882,2015
Young,Vernate,Femmine,454,2015
Young,Vernate,Maschi,475,2015
Young,Vignate,Femmine,1381,2015
Young,Vignate,Maschi,1437,2015
Young,Villa Cortese,Femmine,845,2015
Young,Villa Cortese,Maschi,911,2015
Young,Vimodrone,Femmine,2331,2015
Young,Vimodrone,Maschi,2401,2015
Young,Vittuone,Femmine,1278,2015
Young,Vittuone,Maschi,1320,2015
Young,Vizzolo Predabissi,Femmine,506,2015
Young,Vizzolo Predabissi,Maschi,580,2015
Young,Zibido San Giacomo,Femmine,1023,2015
Young,Zibido San Giacomo,Maschi,1119,2015
Middle-age,Abbiategrasso,Femmine,8025,2015
Middle-age,Abbiategrasso,Maschi,7932,2015
Middle-age,Albairate,Femmine,1164,2015
Middle-age,Albairate,Maschi,1226,2015
Middle-age,Arconate,Femmine,1729,2015
Middle-age,Arconate,Maschi,1747,2015
Middle-age,Arese,Femmine,4772,2015
Middle-age,Arese,Maschi,4271,2015
Middle-age,Arluno,Femmine,3037,2015
Middle-age,Arluno,Maschi,3119,2015
Middle-age,Assago,Femmine,2319,2015
Middle-age,Assago,Maschi,2234,2015
Middle-age,Baranzate,Femmine,2817,2015
Middle-age,Baranzate,Maschi,3139,2015
Middle-age,Bareggio,Femmine,4484,2015
Middle-age,Bareggio,Maschi,4415,2015
Middle-age,Basiano,Femmine,941,2015
Middle-age,Basiano,Maschi,964,2015
Middle-age,Basiglio,Femmine,2050,2015
Middle-age,Basiglio,Maschi,1769,2015
Middle-age,Bellinzago Lombardo,Femmine,974,2015
Middle-age,Bellinzago Lombardo,Maschi,966,2015
Middle-age,Bernate Ticino,Femmine,786,2015
Middle-age,Bernate Ticino,Maschi,755,2015
Middle-age,Besate,Femmine,527,2015
Middle-age,Besate,Maschi,547,2015
Middle-age,Binasco,Femmine,1776,2015
Middle-age,Binasco,Maschi,1711,2015
Middle-age,Boffalora sopra Ticino,Femmine,1047,2015
Middle-age,Boffalora sopra Ticino,Maschi,1026,2015
Middle-age,Bollate,Femmine,9025,2015
Middle-age,Bollate,Maschi,8469,2015
Middle-age,Bresso,Femmine,6156,2015
Middle-age,Bresso,Maschi,5869,2015
Middle-age,Bubbiano,Femmine,659,2015
Middle-age,Bubbiano,Maschi,645,2015
Middle-age,Buccinasco,Femmine,7106,2015
Middle-age,Buccinasco,Maschi,6473,2015
Middle-age,Buscate,Femmine,1170,2015
Middle-age,Buscate,Maschi,1231,2015
Middle-age,Bussero,Femmine,2238,2015
Middle-age,Bussero,Maschi,2141,2015
Middle-age,Busto Garolfo,Femmine,3458,2015
Middle-age,Busto Garolfo,Maschi,3559,2015
Middle-age,Calvignasco,Femmine,321,2015
Middle-age,Calvignasco,Maschi,311,2015
Middle-age,Cambiago,Femmine,1751,2015
Middle-age,Cambiago,Maschi,1801,2015
Middle-age,Canegrate,Femmine,3156,2015
Middle-age,Canegrate,Maschi,3118,2015
Middle-age,Carpiano,Femmine,1116,2015
Middle-age,Carpiano,Maschi,1199,2015
Middle-age,Carugate,Femmine,3865,2015
Middle-age,Carugate,Maschi,3781,2015
Middle-age,Casarile,Femmine,1088,2015
Middle-age,Casarile,Maschi,1033,2015
Middle-age,Casorezzo,Femmine,1451,2015
Middle-age,Casorezzo,Maschi,1466,2015
Middle-age,Cassano d'Adda,Femmine,4606,2015
Middle-age,Cassano d'Adda,Maschi,4634,2015
Middle-age,Cassina de' Pecchi,Femmine,3466,2015
Middle-age,Cassina de' Pecchi,Maschi,3268,2015
Middle-age,Cassinetta di Lugagnano,Femmine,509,2015
Middle-age,Cassinetta di Lugagnano,Maschi,500,2015
Middle-age,Castano Primo,Femmine,2740,2015
Middle-age,Castano Primo,Maschi,2855,2015
Middle-age,Cernusco sul Naviglio,Femmine,8311,2015
Middle-age,Cernusco sul Naviglio,Maschi,7772,2015
Middle-age,Cerro Maggiore,Femmine,3823,2015
Middle-age,Cerro Maggiore,Maschi,3831,2015
Middle-age,Cerro al Lambro,Femmine,1342,2015
Middle-age,Cerro al Lambro,Maschi,1230,2015
Middle-age,Cesano Boscone,Femmine,6001,2015
Middle-age,Cesano Boscone,Maschi,5791,2015
Middle-age,Cesate,Femmine,3710,2015
Middle-age,Cesate,Maschi,3635,2015
Middle-age,Cinisello Balsamo,Femmine,18105,2015
Middle-age,Cinisello Balsamo,Maschi,17942,2015
Middle-age,Cisliano,Femmine,1288,2015
Middle-age,Cisliano,Maschi,1286,2015
Middle-age,Cologno Monzese,Femmine,11751,2015
Middle-age,Cologno Monzese,Maschi,11277,2015
Middle-age,Colturano,Femmine,553,2015
Middle-age,Colturano,Maschi,551,2015
Middle-age,Corbetta,Femmine,4697,2015
Middle-age,Corbetta,Maschi,4775,2015
Middle-age,Cormano,Femmine,5029,2015
Middle-age,Cormano,Maschi,4996,2015
Middle-age,Cornaredo,Femmine,5120,2015
Middle-age,Cornaredo,Maschi,4945,2015
Middle-age,Corsico,Femmine,8312,2015
Middle-age,Corsico,Maschi,8103,2015
Middle-age,Cuggiono,Femmine,2069,2015
Middle-age,Cuggiono,Maschi,2100,2015
Middle-age,Cusago,Femmine,1016,2015
Middle-age,Cusago,Maschi,1018,2015
Middle-age,Cusano Milanino,Femmine,4512,2015
Middle-age,Cusano Milanino,Maschi,4281,2015
Middle-age,Dairago,Femmine,1671,2015
Middle-age,Dairago,Maschi,1636,2015
Middle-age,Dresano,Femmine,781,2015
Middle-age,Dresano,Maschi,779,2015
Middle-age,Gaggiano,Femmine,2394,2015
Middle-age,Gaggiano,Maschi,2295,2015
Middle-age,Garbagnate Milanese,Femmine,6873,2015
Middle-age,Garbagnate Milanese,Maschi,6534,2015
Middle-age,Gessate,Femmine,2313,2015
Middle-age,Gessate,Maschi,2352,2015
Middle-age,Gorgonzola,Femmine,5019,2015
Middle-age,Gorgonzola,Maschi,4920,2015
Middle-age,Grezzago,Femmine,752,2015
Middle-age,Grezzago,Maschi,864,2015
Middle-age,Gudo Visconti,Femmine,432,2015
Middle-age,Gudo Visconti,Maschi,416,2015
Middle-age,Inveruno,Femmine,2151,2015
Middle-age,Inveruno,Maschi,2118,2015
Middle-age,Inzago,Femmine,2720,2015
Middle-age,Inzago,Maschi,2792,2015
Middle-age,Lacchiarella,Femmine,2247,2015
Middle-age,Lacchiarella,Maschi,2252,2015
Middle-age,Lainate,Femmine,6558,2015
Middle-age,Lainate,Maschi,6391,2015
Middle-age,Legnano,Femmine,15090,2015
Middle-age,Legnano,Maschi,14898,2015
Middle-age,Liscate,Femmine,1077,2015
Middle-age,Liscate,Maschi,1104,2015
Middle-age,Locate di Triulzi,Femmine,2578,2015
Middle-age,Locate di Triulzi,Maschi,2601,2015
Middle-age,Magenta,Femmine,5677,2015
Middle-age,Magenta,Maschi,5523,2015
Middle-age,Magnago,Femmine,2406,2015
Middle-age,Magnago,Maschi,2394,2015
Middle-age,Marcallo con Casone,Femmine,1601,2015
Middle-age,Marcallo con Casone,Maschi,1573,2015
Middle-age,Masate,Femmine,884,2015
Middle-age,Masate,Maschi,931,2015
Middle-age,Mediglia,Femmine,3099,2015
Middle-age,Mediglia,Maschi,3203,2015
Middle-age,Melegnano,Femmine,4277,2015
Middle-age,Melegnano,Maschi,4233,2015
Middle-age,Melzo,Femmine,4531,2015
Middle-age,Melzo,Maschi,4474,2015
Middle-age,Mesero,Femmine,1057,2015
Middle-age,Mesero,Maschi,1125,2015
Middle-age,Milano,Femmine,337792,2015
Middle-age,Milano,Maschi,323278,2015
Middle-age,Morimondo,Femmine,294,2015
Middle-age,Morimondo,Maschi,306,2015
Middle-age,Motta Visconti,Femmine,1930,2015
Middle-age,Motta Visconti,Maschi,2023,2015
Middle-age,Nerviano,Femmine,4355,2015
Middle-age,Nerviano,Maschi,4201,2015
Middle-age,Nosate,Femmine,180,2015
Middle-age,Nosate,Maschi,177,2015
Middle-age,Novate Milanese,Femmine,4998,2015
Middle-age,Novate Milanese,Maschi,4740,2015
Middle-age,Noviglio,Femmine,1196,2015
Middle-age,Noviglio,Maschi,1218,2015
Middle-age,Opera,Femmine,3496,2015
Middle-age,Opera,Maschi,3208,2015
Middle-age,Ossona,Femmine,1073,2015
Middle-age,Ossona,Maschi,1134,2015
Middle-age,Ozzero,Femmine,383,2015
Middle-age,Ozzero,Maschi,384,2015
Middle-age,Paderno Dugnano,Femmine,12101,2015
Middle-age,Paderno Dugnano,Maschi,11603,2015
Middle-age,Pantigliate,Femmine,1510,2015
Middle-age,Pantigliate,Maschi,1472,2015
Middle-age,Parabiago,Femmine,7006,2015
Middle-age,Parabiago,Maschi,7145,2015
Middle-age,Paullo,Femmine,2829,2015
Middle-age,Paullo,Maschi,2804,2015
Middle-age,Pero,Femmine,2781,2015
Middle-age,Pero,Maschi,2793,2015
Middle-age,Peschiera Borromeo,Femmine,6120,2015
Middle-age,Peschiera Borromeo,Maschi,5820,2015
Middle-age,Pessano con Bornago,Femmine,2389,2015
Middle-age,Pessano con Bornago,Maschi,2294,2015
Middle-age,Pieve Emanuele,Femmine,4098,2015
Middle-age,Pieve Emanuele,Maschi,3966,2015
Middle-age,Pioltello,Femmine,9034,2015
Middle-age,Pioltello,Maschi,9289,2015
Middle-age,Pogliano Milanese,Femmine,2116,2015
Middle-age,Pogliano Milanese,Maschi,2105,2015
Middle-age,Pozzo d'Adda,Femmine,1577,2015
Middle-age,Pozzo d'Adda,Maschi,1691,2015
Middle-age,Pozzuolo Martesana,Femmine,2167,2015
Middle-age,Pozzuolo Martesana,Maschi,2156,2015
Middle-age,Pregnana Milanese,Femmine,1838,2015
Middle-age,Pregnana Milanese,Maschi,1884,2015
Middle-age,Rescaldina,Femmine,3593,2015
Middle-age,Rescaldina,Maschi,3687,2015
Middle-age,Rho,Femmine,12740,2015
Middle-age,Rho,Maschi,12373,2015
Middle-age,Robecchetto con Induno,Femmine,1221,2015
Middle-age,Robecchetto con Induno,Maschi,1264,2015
Middle-age,Robecco sul Naviglio,Femmine,1781,2015
Middle-age,Robecco sul Naviglio,Maschi,1853,2015
Middle-age,Rodano,Femmine,1214,2015
Middle-age,Rodano,Maschi,1146,2015
Middle-age,Rosate,Femmine,1418,2015
Middle-age,Rosate,Maschi,1452,2015
Middle-age,Rozzano,Femmine,10347,2015
Middle-age,Rozzano,Maschi,10107,2015
Middle-age,San Colombano al Lambro,Femmine,1834,2015
Middle-age,San Colombano al Lambro,Maschi,1815,2015
Middle-age,San Donato Milanese,Femmine,7779,2015
Middle-age,San Donato Milanese,Maschi,7371,2015
Middle-age,San Giorgio su Legnano,Femmine,1742,2015
Middle-age,San Giorgio su Legnano,Maschi,1725,2015
Middle-age,San Giuliano Milanese,Femmine,9483,2015
Middle-age,San Giuliano Milanese,Maschi,9593,2015
Middle-age,San Vittore Olona,Femmine,2125,2015
Middle-age,San Vittore Olona,Maschi,2117,2015
Middle-age,San Zenone al Lambro,Femmine,1169,2015
Middle-age,San Zenone al Lambro,Maschi,1156,2015
Middle-age,Santo Stefano Ticino,Femmine,1344,2015
Middle-age,Santo Stefano Ticino,Maschi,1345,2015
Middle-age,Sedriano,Femmine,3001,2015
Middle-age,Sedriano,Maschi,3001,2015
Middle-age,Segrate,Femmine,8691,2015
Middle-age,Segrate,Maschi,7997,2015
Middle-age,Senago,Femmine,5538,2015
Middle-age,Senago,Maschi,5562,2015
Middle-age,Sesto San Giovanni,Femmine,19961,2015
Middle-age,Sesto San Giovanni,Maschi,19293,2015
Middle-age,Settala,Femmine,1960,2015
Middle-age,Settala,Maschi,1952,2015
Middle-age,Settimo Milanese,Femmine,5291,2015
Middle-age,Settimo Milanese,Maschi,5087,2015
Middle-age,Solaro,Femmine,3612,2015
Middle-age,Solaro,Maschi,3616,2015
Middle-age,Trezzano Rosa,Femmine,1342,2015
Middle-age,Trezzano Rosa,Maschi,1388,2015
Middle-age,Trezzano sul Naviglio,Femmine,5266,2015
Middle-age,Trezzano sul Naviglio,Maschi,5173,2015
Middle-age,Trezzo sull'Adda,Femmine,2981,2015
Middle-age,Trezzo sull'Adda,Maschi,2909,2015
Middle-age,Tribiano,Femmine,953,2015
Middle-age,Tribiano,Maschi,989,2015
Middle-age,Truccazzano,Femmine,1578,2015
Middle-age,Truccazzano,Maschi,1699,2015
Middle-age,Turbigo,Femmine,1760,2015
Middle-age,Turbigo,Maschi,1789,2015
Middle-age,Vanzaghello,Femmine,1364,2015
Middle-age,Vanzaghello,Maschi,1287,2015
Middle-age,Vanzago,Femmine,2425,2015
Middle-age,Vanzago,Maschi,2372,2015
Middle-age,Vaprio d'Adda,Femmine,2182,2015
Middle-age,Vaprio d'Adda,Maschi,2288,2015
Middle-age,Vermezzo con Zelo,Femmine,1491,2015
Middle-age,Vermezzo con Zelo,Maschi,1486,2015
Middle-age,Vernate,Femmine,895,2015
Middle-age,Vernate,Maschi,951,2015
Middle-age,Vignate,Femmine,2436,2015
Middle-age,Vignate,Maschi,2378,2015
Middle-age,Villa Cortese,Femmine,1569,2015
Middle-age,Villa Cortese,Maschi,1546,2015
Middle-age,Vimodrone,Femmine,4487,2015
Middle-age,Vimodrone,Maschi,4327,2015
Middle-age,Vittuone,Femmine,2306,2015
Middle-age,Vittuone,Maschi,2261,2015
Middle-age,Vizzolo Predabissi,Femmine,1004,2015
Middle-age,Vizzolo Predabissi,Maschi,979,2015
Middle-age,Zibido San Giacomo,Femmine,1828,2015
Middle-age,Zibido San Giacomo,Maschi,1775,2015
Old,Abbiategrasso,Femmine,4149,2015
Old,Abbiategrasso,Maschi,2853,2015
Old,Albairate,Femmine,534,2015
Old,Albairate,Maschi,371,2015
Old,Arconate,Femmine,674,2015
Old,Arconate,Maschi,526,2015
Old,Arese,Femmine,2661,2015
Old,Arese,Maschi,2336,2015
Old,Arluno,Femmine,1344,2015
Old,Arluno,Maschi,1006,2015
Old,Assago,Femmine,744,2015
Old,Assago,Maschi,680,2015
Old,Baranzate,Femmine,1146,2015
Old,Baranzate,Maschi,910,2015
Old,Bareggio,Femmine,1970,2015
Old,Bareggio,Maschi,1597,2015
Old,Basiano,Femmine,364,2015
Old,Basiano,Maschi,317,2015
Old,Basiglio,Femmine,675,2015
Old,Basiglio,Maschi,606,2015
Old,Bellinzago Lombardo,Femmine,447,2015
Old,Bellinzago Lombardo,Maschi,359,2015
Old,Bernate Ticino,Femmine,389,2015
Old,Bernate Ticino,Maschi,311,2015
Old,Besate,Femmine,230,2015
Old,Besate,Maschi,166,2015
Old,Binasco,Femmine,1028,2015
Old,Binasco,Maschi,729,2015
Old,Boffalora sopra Ticino,Femmine,504,2015
Old,Boffalora sopra Ticino,Maschi,409,2015
Old,Bollate,Femmine,4628,2015
Old,Bollate,Maschi,3478,2015
Old,Bresso,Femmine,4262,2015
Old,Bresso,Maschi,3086,2015
Old,Bubbiano,Femmine,184,2015
Old,Bubbiano,Maschi,160,2015
Old,Buccinasco,Femmine,2525,2015
Old,Buccinasco,Maschi,2295,2015
Old,Buscate,Femmine,583,2015
Old,Buscate,Maschi,430,2015
Old,Bussero,Femmine,981,2015
Old,Bussero,Maschi,796,2015
Old,Busto Garolfo,Femmine,1691,2015
Old,Busto Garolfo,Maschi,1193,2015
Old,Calvignasco,Femmine,97,2015
Old,Calvignasco,Maschi,83,2015
Old,Cambiago,Femmine,618,2015
Old,Cambiago,Maschi,514,2015
Old,Canegrate,Femmine,1607,2015
Old,Canegrate,Maschi,1228,2015
Old,Carpiano,Femmine,287,2015
Old,Carpiano,Maschi,239,2015
Old,Carugate,Femmine,1493,2015
Old,Carugate,Maschi,1159,2015
Old,Casarile,Femmine,338,2015
Old,Casarile,Maschi,279,2015
Old,Casorezzo,Femmine,553,2015
Old,Casorezzo,Maschi,471,2015
Old,Cassano d'Adda,Femmine,2255,2015
Old,Cassano d'Adda,Maschi,1694,2015
Old,Cassina de' Pecchi,Femmine,1664,2015
Old,Cassina de' Pecchi,Maschi,1397,2015
Old,Cassinetta di Lugagnano,Femmine,192,2015
Old,Cassinetta di Lugagnano,Maschi,149,2015
Old,Castano Primo,Femmine,1447,2015
Old,Castano Primo,Maschi,973,2015
Old,Cernusco sul Naviglio,Femmine,4188,2015
Old,Cernusco sul Naviglio,Maschi,3118,2015
Old,Cerro Maggiore,Femmine,1957,2015
Old,Cerro Maggiore,Maschi,1391,2015
Old,Cerro al Lambro,Femmine,520,2015
Old,Cerro al Lambro,Maschi,510,2015
Old,Cesano Boscone,Femmine,2991,2015
Old,Cesano Boscone,Maschi,2402,2015
Old,Cesate,Femmine,1452,2015
Old,Cesate,Maschi,1073,2015
Old,Cinisello Balsamo,Femmine,9740,2015
Old,Cinisello Balsamo,Maschi,7414,2015
Old,Cisliano,Femmine,424,2015
Old,Cisliano,Maschi,396,2015
Old,Cologno Monzese,Femmine,5995,2015
Old,Cologno Monzese,Maschi,4597,2015
Old,Colturano,Femmine,154,2015
Old,Colturano,Maschi,151,2015
Old,Corbetta,Femmine,1891,2015
Old,Corbetta,Maschi,1477,2015
Old,Cormano,Femmine,2571,2015
Old,Cormano,Maschi,1951,2015
Old,Cornaredo,Femmine,2376,2015
Old,Cornaredo,Maschi,1902,2015
Old,Corsico,Femmine,5147,2015
Old,Corsico,Maschi,3827,2015
Old,Cuggiono,Femmine,979,2015
Old,Cuggiono,Maschi,722,2015
Old,Cusago,Femmine,357,2015
Old,Cusago,Maschi,273,2015
Old,Cusano Milanino,Femmine,2966,2015
Old,Cusano Milanino,Maschi,2228,2015
Old,Dairago,Femmine,603,2015
Old,Dairago,Maschi,474,2015
Old,Dresano,Femmine,371,2015
Old,Dresano,Maschi,292,2015
Old,Gaggiano,Femmine,1034,2015
Old,Gaggiano,Maschi,869,2015
Old,Garbagnate Milanese,Femmine,3213,2015
Old,Garbagnate Milanese,Maschi,2623,2015
Old,Gessate,Femmine,843,2015
Old,Gessate,Maschi,625,2015
Old,Gorgonzola,Femmine,2452,2015
Old,Gorgonzola,Maschi,1779,2015
Old,Grezzago,Femmine,237,2015
Old,Grezzago,Maschi,196,2015
Old,Gudo Visconti,Femmine,152,2015
Old,Gudo Visconti,Maschi,133,2015
Old,Inveruno,Femmine,1171,2015
Old,Inveruno,Maschi,892,2015
Old,Inzago,Femmine,1417,2015
Old,Inzago,Maschi,1043,2015
Old,Lacchiarella,Femmine,1018,2015
Old,Lacchiarella,Maschi,773,2015
Old,Lainate,Femmine,2953,2015
Old,Lainate,Maschi,2316,2015
Old,Legnano,Femmine,7578,2015
Old,Legnano,Maschi,5326,2015
Old,Liscate,Femmine,337,2015
Old,Liscate,Maschi,291,2015
Old,Locate di Triulzi,Femmine,1052,2015
Old,Locate di Triulzi,Maschi,786,2015
Old,Magenta,Femmine,3300,2015
Old,Magenta,Maschi,2382,2015
Old,Magnago,Femmine,1014,2015
Old,Magnago,Maschi,788,2015
Old,Marcallo con Casone,Femmine,725,2015
Old,Marcallo con Casone,Maschi,599,2015
Old,Masate,Femmine,324,2015
Old,Masate,Maschi,271,2015
Old,Mediglia,Femmine,1120,2015
Old,Mediglia,Maschi,923,2015
Old,Melegnano,Femmine,2549,2015
Old,Melegnano,Maschi,1640,2015
Old,Melzo,Femmine,2617,2015
Old,Melzo,Maschi,1833,2015
Old,Mesero,Femmine,453,2015
Old,Mesero,Maschi,361,2015
Old,Milano,Femmine,194080,2015
Old,Milano,Maschi,129579,2015
Old,Morimondo,Femmine,139,2015
Old,Morimondo,Maschi,98,2015
Old,Motta Visconti,Femmine,904,2015
Old,Motta Visconti,Maschi,648,2015
Old,Nerviano,Femmine,2282,2015
Old,Nerviano,Maschi,1631,2015
Old,Nosate,Femmine,99,2015
Old,Nosate,Maschi,74,2015
Old,Novate Milanese,Femmine,2818,2015
Old,Novate Milanese,Maschi,2180,2015
Old,Noviglio,Femmine,314,2015
Old,Noviglio,Maschi,286,2015
Old,Opera,Femmine,1774,2015
Old,Opera,Maschi,1439,2015
Old,Ossona,Femmine,495,2015
Old,Ossona,Maschi,373,2015
Old,Ozzero,Femmine,171,2015
Old,Ozzero,Maschi,143,2015
Old,Paderno Dugnano,Femmine,5688,2015
Old,Paderno Dugnano,Maschi,4380,2015
Old,Pantigliate,Femmine,646,2015
Old,Pantigliate,Maschi,545,2015
Old,Parabiago,Femmine,3343,2015
Old,Parabiago,Maschi,2474,2015
Old,Paullo,Femmine,1283,2015
Old,Paullo,Maschi,1029,2015
Old,Pero,Femmine,1315,2015
Old,Pero,Maschi,991,2015
Old,Peschiera Borromeo,Femmine,2374,2015
Old,Peschiera Borromeo,Maschi,2068,2015
Old,Pessano con Bornago,Femmine,885,2015
Old,Pessano con Bornago,Maschi,692,2015
Old,Pieve Emanuele,Femmine,1303,2015
Old,Pieve Emanuele,Maschi,1165,2015
Old,Pioltello,Femmine,3510,2015
Old,Pioltello,Maschi,2712,2015
Old,Pogliano Milanese,Femmine,939,2015
Old,Pogliano Milanese,Maschi,725,2015
Old,Pozzo d'Adda,Femmine,495,2015
Old,Pozzo d'Adda,Maschi,411,2015
Old,Pozzuolo Martesana,Femmine,891,2015
Old,Pozzuolo Martesana,Maschi,688,2015
Old,Pregnana Milanese,Femmine,736,2015
Old,Pregnana Milanese,Maschi,613,2015
Old,Rescaldina,Femmine,1733,2015
Old,Rescaldina,Maschi,1300,2015
Old,Rho,Femmine,6708,2015
Old,Rho,Maschi,4980,2015
Old,Robecchetto con Induno,Femmine,566,2015
Old,Robecchetto con Induno,Maschi,465,2015
Old,Robecco sul Naviglio,Femmine,707,2015
Old,Robecco sul Naviglio,Maschi,567,2015
Old,Rodano,Femmine,459,2015
Old,Rodano,Maschi,449,2015
Old,Rosate,Femmine,586,2015
Old,Rosate,Maschi,438,2015
Old,Rozzano,Femmine,5124,2015
Old,Rozzano,Maschi,3850,2015
Old,San Colombano al Lambro,Femmine,1017,2015
Old,San Colombano al Lambro,Maschi,822,2015
Old,San Donato Milanese,Femmine,4192,2015
Old,San Donato Milanese,Maschi,3288,2015
Old,San Giorgio su Legnano,Femmine,844,2015
Old,San Giorgio su Legnano,Maschi,641,2015
Old,San Giuliano Milanese,Femmine,4135,2015
Old,San Giuliano Milanese,Maschi,3184,2015
Old,San Vittore Olona,Femmine,1031,2015
Old,San Vittore Olona,Maschi,725,2015
Old,San Zenone al Lambro,Femmine,374,2015
Old,San Zenone al Lambro,Maschi,310,2015
Old,Santo Stefano Ticino,Femmine,463,2015
Old,Santo Stefano Ticino,Maschi,371,2015
Old,Sedriano,Femmine,1228,2015
Old,Sedriano,Maschi,951,2015
Old,Segrate,Femmine,4394,2015
Old,Segrate,Maschi,3626,2015
Old,Senago,Femmine,2347,2015
Old,Senago,Maschi,1843,2015
Old,Sesto San Giovanni,Femmine,11703,2015
Old,Sesto San Giovanni,Maschi,8397,2015
Old,Settala,Femmine,634,2015
Old,Settala,Maschi,562,2015
Old,Settimo Milanese,Femmine,2127,2015
Old,Settimo Milanese,Maschi,1632,2015
Old,Solaro,Femmine,1361,2015
Old,Solaro,Maschi,1072,2015
Old,Trezzano Rosa,Femmine,401,2015
Old,Trezzano Rosa,Maschi,329,2015
Old,Trezzano sul Naviglio,Femmine,2374,2015
Old,Trezzano sul Naviglio,Maschi,1916,2015
Old,Trezzo sull'Adda,Femmine,1637,2015
Old,Trezzo sull'Adda,Maschi,1163,2015
Old,Tribiano,Femmine,240,2015
Old,Tribiano,Maschi,219,2015
Old,Truccazzano,Femmine,530,2015
Old,Truccazzano,Maschi,438,2015
Old,Turbigo,Femmine,1020,2015
Old,Turbigo,Maschi,707,2015
Old,Vanzaghello,Femmine,645,2015
Old,Vanzaghello,Maschi,549,2015
Old,Vanzago,Femmine,923,2015
Old,Vanzago,Maschi,709,2015
Old,Vaprio d'Adda,Femmine,883,2015
Old,Vaprio d'Adda,Maschi,684,2015
Old,Vermezzo con Zelo,Femmine,476,2015
Old,Vermezzo con Zelo,Maschi,362,2015
Old,Vernate,Femmine,294,2015
Old,Vernate,Maschi,232,2015
Old,Vignate,Femmine,862,2015
Old,Vignate,Maschi,721,2015
Old,Villa Cortese,Femmine,758,2015
Old,Villa Cortese,Maschi,594,2015
Old,Vimodrone,Femmine,1935,2015
Old,Vimodrone,Maschi,1516,2015
Old,Vittuone,Femmine,991,2015
Old,Vittuone,Maschi,773,2015
Old,Vizzolo Predabissi,Femmine,441,2015
Old,Vizzolo Predabissi,Maschi,393,2015
Old,Zibido San Giacomo,Femmine,534,2015
Old,Zibido San Giacomo,Maschi,486,2015
Young,Abbiategrasso,Femmine,4449,2016
Young,Abbiategrasso,Maschi,4782,2016
Young,Albairate,Femmine,665,2016
Young,Albairate,Maschi,690,2016
Young,Arconate,Femmine,959,2016
Young,Arconate,Maschi,1026,2016
Young,Arese,Femmine,2567,2016
Young,Arese,Maschi,2706,2016
Young,Arluno,Femmine,1657,2016
Young,Arluno,Maschi,1747,2016
Young,Assago,Femmine,1276,2016
Young,Assago,Maschi,1415,2016
Young,Baranzate,Femmine,1695,2016
Young,Baranzate,Maschi,1862,2016
Young,Bareggio,Femmine,2310,2016
Young,Bareggio,Maschi,2427,2016
Young,Basiano,Femmine,519,2016
Young,Basiano,Maschi,521,2016
Young,Basiglio,Femmine,1169,2016
Young,Basiglio,Maschi,1303,2016
Young,Bellinzago Lombardo,Femmine,535,2016
Young,Bellinzago Lombardo,Maschi,560,2016
Young,Bernate Ticino,Femmine,389,2016
Young,Bernate Ticino,Maschi,418,2016
Young,Besate,Femmine,296,2016
Young,Besate,Maschi,301,2016
Young,Binasco,Femmine,979,2016
Young,Binasco,Maschi,1006,2016
Young,Boffalora sopra Ticino,Femmine,550,2016
Young,Boffalora sopra Ticino,Maschi,581,2016
Young,Bollate,Femmine,4730,2016
Young,Bollate,Maschi,4942,2016
Young,Bresso,Femmine,3275,2016
Young,Bresso,Maschi,3563,2016
Young,Bubbiano,Femmine,368,2016
Young,Bubbiano,Maschi,394,2016
Young,Buccinasco,Femmine,4141,2016
Young,Buccinasco,Maschi,4390,2016
Young,Buscate,Femmine,662,2016
Young,Buscate,Maschi,679,2016
