,I1,I2,I3,I4,Year,Comune,IMED,IFQ,ITQ,PI1,PI2,PI3,PI4,TI1,TI2,TI3,TI4,MI1,MI2,MI3,MI4
6,1183,3252,1872,169,2017  ,Inveruno,27463.94,10679.66,70111.52,0.182674490426189,0.5021618282890673,0.2890673255095738,0.026096355775169857,0.025795924793577965,0.38822136665376594,0.4386388723104964,0.14734383624215971,3414.26,18692.12,36688.59,136513.31
7,1098,3176,1979,180,2018  ,Inveruno,27490.21,10755.1,70381.54,0.17068241877817503,0.49370433701228045,0.30763251981967976,0.02798072438986476,0.03411390781334626,0.36803775745287054,0.4466910316007176,0.15115730313306555,5039.87,18797.57,36614.34,136221.74
8,1122,3164,1997,177,2019  ,Inveruno,27450.24,10632.11,70677.99,0.1736842105263158,0.48978328173374613,0.3091331269349845,0.02739938080495356,0.033233989449976443,0.36741971707087867,0.4500951209300108,0.14925117254913403,4805.38,18839.25,36564.86,136798.76
0,1606,3974,2102,177,2011,Inzago,27252.69,10842.29,69804.86,0.20435169868940067,0.5056622980022903,0.26746405395088435,0.02252194935742461,0.04180475524818837,0.4026790738310029,0.4317102551926765,0.1238059157281323,4716.81,18361.15,37215.88,126746.72
1,1621,4012,2138,188,2012  ,Inzago,27422.53,10820.21,69942.77,0.20366880261339365,0.5040834275662772,0.2686267118984797,0.02362105792184948,0.039062919202749846,0.396580018994958,0.4310841450593844,0.13327291674290773,4485.66,18399.85,37531.75,131955.8
2,1562,3912,2309,185,2013  ,Inzago,27273.57,10803.28,69771.63,0.19603413654618473,0.49096385542168675,0.28978413654618473,0.023217871485943776,0.041020557385893795,0.3836776085702116,0.4550709341213167,0.12023089992257792,4943.5,18462.12,37099.59,122337.12
3,1641,3846,2355,211,2014  ,Inzago,27388.79,10748.91,70135.77,0.2037749906867006,0.47758599279771513,0.2924376008940767,0.026201415621507514,0.0396585798493752,0.37232324891579044,0.45504364376377426,0.13297452747106006,4642.9,18598.24,37121.29,121072.9
4,1582,3766,2532,225,2015  ,Inzago,27437.76,10713.69,70389.2,0.19518815545959284,0.4646514497223936,0.31239975323874153,0.027760641579272053,0.03724278437785596,0.3504269634267227,0.47111459133522054,0.1412156608602008,4699.05,18573.43,37139.64,125278.1
5,1529,3839,2542,219,2016  ,Inzago,27478.28,10699.09,70518.32,0.1880920162381597,0.4722598105548038,0.31270759010948457,0.026940583097551974,0.03500558797512147,0.35777806050846406,0.4722104384115151,0.1350059131048994,4598.18,18717.68,37309.25,123812.68
6,1666,3877,2575,232,2017  ,Inzago,27571.03,10675.02,70431.63,0.19952095808383233,0.46431137724550897,0.3083832335329341,0.027784431137724552,0.030081459124347697,0.35717013795792296,0.47247911004049287,0.14026929287723647,3673.94,18745.09,37334.79,123022.04
7,1598,3796,2720,249,2018  ,Inzago,27656.17,10653.67,70477.79,0.1910797560683965,0.4539041013990195,0.32524213798876,0.029774004543823986,0.03551689074013968,0.336537871265022,0.48113148330715955,0.1468137546876788,4699.44,18745.45,37400.98,124668.15
8,1563,3734,2801,246,2019  ,Inzago,27656.88,10614.31,70246.04,0.187320230105465,0.4475071907957814,0.3356903163950144,0.029482262703739215,0.033988839205917984,0.3309630381063513,0.490827065690083,0.14422105699764776,4629.76,18870.62,37307.52,124817.22
0,1291,3150,1589,98,2011,Lacchiarella,27517.73,10900.8,70795.05,0.2106723237597911,0.5140339425587467,0.2593015665796345,0.015992167101827676,0.04696936489513887,0.42704781086743465,0.44213528216592934,0.08384754207149711,4886.22,18207.51,37369.37,114907.6
1,1302,3174,1630,109,2012  ,Lacchiarella,27650.08,10928.89,70723.64,0.20949316170555107,0.510699919549477,0.26226870474658087,0.01753821399839099,0.04759350530599736,0.420385730695969,0.4414504338302527,0.09057033016778095,5045.04,18279.71,37378.56,114680.0
2,1253,3119,1730,112,2013  ,Lacchiarella,27516.69,10770.86,70181.52,0.2016414547795301,0.5019311232700354,0.2784036047634374,0.018023817186997103,0.04144032942855216,0.40797092504513766,0.4586005632802133,0.09198818224609688,4637.1,18339.51,37167.42,115156.37
3,1307,3064,1767,112,2014  ,Lacchiarella,27576.98,10705.27,70563.09,0.20912,0.49024,0.28272,0.01792,0.04302825563796965,0.3960336906722027,0.4659284982318177,0.09500955545800999,4672.39,18344.44,37423.44,120395.51
4,1285,3008,1843,117,2015  ,Lacchiarella,27801.76,10787.93,69991.38,0.2055013593475132,0.4810490964337118,0.29473852550775625,0.018711018711018712,0.0419850157573551,0.38138244125888676,0.4787792150208159,0.09785332796294224,4758.05,18463.78,37831.0,121794.48
5,1226,3105,1844,127,2016  ,Lacchiarella,27770.51,10697.43,70147.51,0.19454141542367503,0.4927007299270073,0.29260552205649,0.020152332592827674,0.03811465668747703,0.38671429546601427,0.4708518431440193,0.10431920470248938,4594.84,18407.6,37739.13,121402.89
6,1299,3043,1914,122,2017  ,Lacchiarella,27704.64,10661.31,70678.6,0.20366886171213547,0.4771088115396676,0.30009407337723426,0.019128253370962685,0.02459709979238156,0.3868094731103068,0.4919274889765965,0.09666593812071515,2759.34,18523.64,37453.33,115463.54
7,1234,3006,1996,142,2018  ,Lacchiarella,27830.4,10671.85,69876.97,0.19347757917842584,0.47130761994355597,0.31295076826591406,0.022264032612104107,0.04029255760688106,0.3622231864162054,0.48380952499259905,0.11367473098431456,5046.72,18624.6,37463.94,123730.04
8,1281,3035,2068,148,2019  ,Lacchiarella,27886.06,10550.74,70370.94,0.19611145131659521,0.46463563992651563,0.3165952235150031,0.0226576852418861,0.037363545196974074,0.35786287471243156,0.4901295206525559,0.1146440594380385,4621.79,18683.98,37555.36,122744.32
0,3398,8817,5178,435,2011,Lainate,27606.0,10741.91,70134.65,0.19059905766210455,0.4945591204846309,0.290442001346197,0.024399820507067533,0.03865732381698011,0.3811933356356217,0.45539859715907943,0.12475074338831878,4877.48,18535.8,37706.52,122953.43
1,3480,8846,5335,494,2012  ,Lainate,27702.71,10732.23,70138.32,0.19168273202974387,0.4872486918204351,0.29385844120077115,0.02721013494904985,0.03854477880200502,0.3710895081790466,0.45641216274072577,0.1339535502782226,4897.01,18547.12,37824.01,119887.01
2,3391,8600,5641,475,2013  ,Lainate,27643.89,10704.09,70045.02,0.18727563925553653,0.4749544375103551,0.3115369746506876,0.026232948583420776,0.03619461937128728,0.3558569529647393,0.4716163644410096,0.13633206322296382,4806.9,18634.83,37651.41,129256.65
3,3426,8511,5818,473,2014  ,Lainate,27747.06,10656.68,70274.85,0.1879526003949967,0.46691902567478605,0.3191792846170726,0.025949089313144613,0.03459146324552144,0.3465274922412061,0.4793962079004489,0.13948483661282357,4635.09,18691.05,37826.61,135376.22
4,3380,8210,6208,508,2015  ,Lainate,27797.12,10641.78,70280.43,0.18463891620233802,0.4484868349175134,0.33912378455151315,0.02775046432863542,0.03356024514972451,0.326491460558994,0.5031012946084672,0.13684699968281433,4640.89,18587.52,37878.83,125911.22
5,3388,8261,6245,549,2016  ,Lainate,27771.04,10647.76,70181.73,0.18370113322127637,0.44792062028954077,0.3386108550669631,0.029767391422219812,0.032718470847298065,0.3225671669370208,0.4959809382747067,0.1487334239409744,4602.06,18607.61,37847.36,129103.88
6,3553,8237,6394,565,2017  ,Lainate,27867.86,10597.74,70207.64,0.18950344018347645,0.43933009760520564,0.3410315216811563,0.030134940530161608,0.027269202702876888,0.32000857282014017,0.5024497923386118,0.15027243213837113,3700.04,18729.3,37883.42,128221.23
7,3515,8211,6719,614,2018  ,Lainate,27900.27,10640.33,70068.0,0.18442730468545043,0.430820084999213,0.3525368592266121,0.03221575108872449,0.03295627732939791,0.30669480285975687,0.5062730304794957,0.15407588933134955,4713.66,18778.3,37881.39,126157.22
8,3477,8021,6939,625,2019  ,Lainate,27944.35,10555.07,70210.45,0.18240478438778723,0.4207848074703599,0.3640226628895184,0.03278774525233449,0.030774597291152728,0.29258160221156687,0.5107979981689663,0.16584580232831406,4562.83,18804.63,37948.84,136795.15
0,9225,19282,11659,1451,2011,Legnano,27680.4,10733.79,70689.77,0.22166422375471562,0.46332027777110313,0.28014993872696253,0.03486555974721869,0.042292206347031375,0.3410687121727341,0.43342428081399176,0.1832148006662428,4749.72,18325.85,38514.68,130818.01
1,9280,19381,11972,1508,2012  ,Legnano,27805.8,10727.57,70735.13,0.22021309413635176,0.45990840274317174,0.2840938753233193,0.035784627797157166,0.0419670379572773,0.3341062690412809,0.43753646254807377,0.186390230453368,4803.52,18310.81,38819.2,131286.75
2,9066,18972,12341,1541,2013  ,Legnano,27716.77,10689.42,70394.8,0.21626908396946565,0.4525763358778626,0.29439408396946565,0.03676049618320611,0.03977241115250572,0.32655102801993946,0.4425360807741512,0.19114048005340362,4699.69,18439.16,38415.06,132878.04
3,9149,18573,12868,1575,2014  ,Legnano,27769.14,10654.83,70596.25,0.21698090833629788,0.4404838135894699,0.30518202300486186,0.03735325506937033,0.037948762924161876,0.3127359478742343,0.4521479325129437,0.19716735668866006,4546.45,18456.3,38513.98,137215.55
4,8984,18187,13407,1667,2015  ,Legnano,27894.51,10643.72,70482.85,0.21266422061782458,0.4305124866848148,0.3173630015386436,0.039460291158717006,0.037479488295426265,0.29901111233610467,0.46069336651235193,0.20281603285611713,4688.87,18478.65,38621.08,136744.78
5,8833,18274,13501,1700,2016  ,Legnano,27894.48,10632.07,70487.68,0.20877848161104282,0.43192776779805236,0.31911222463836625,0.04018152595253853,0.03571516689780504,0.29875121566711,0.46172526752810905,0.2038083499069759,4573.01,18489.86,38679.01,135590.94
6,9057,18256,13759,1706,2017  ,Legnano,27939.25,10609.35,70699.88,0.21172097807284118,0.42676141942119783,0.3216372901958951,0.03988031231006592,0.03017916400323553,0.29460750860590396,0.4660423544242035,0.20917097296665704,3813.49,18468.76,38764.85,140320.78
7,8838,18145,14404,1820,2018  ,Legnano,27995.05,10573.73,70267.13,0.20455018862684288,0.41995509986807694,0.3333719073298308,0.042122804175249384,0.03498698657492609,0.28380361601985704,0.47045645819861664,0.21075293920660024,4698.41,18563.47,38764.52,137435.96
8,8957,17909,14643,1825,2019  ,Legnano,28050.48,10573.4,70333.33,0.20669682004892231,0.41327825725758066,0.3379101859971385,0.04211473669635852,0.03443962781943687,0.27799402059782163,0.47350301030527925,0.21406334127746224,4616.32,18636.5,38823.34,140824.98
0,618,1320,770,61,2011,Liscate,27168.06,10663.62,70952.45,0.22318526543878656,0.47670639219934996,0.27807872878295414,0.022029613578909354,0.04315172880507772,0.3855577086841413,0.44870528617696387,0.12258527633381709,4380.25,18323.33,36556.06,126065.84
1,626,1362,786,61,2012  ,Liscate,27359.47,10797.36,70505.51,0.22081128747795414,0.4804232804232804,0.27724867724867724,0.021516754850088183,0.042451236938716115,0.3913414913061876,0.4505957696614894,0.11561150209360688,4352.67,18442.44,36796.29,121649.61
2,594,1308,797,66,2013  ,Liscate,27337.87,10596.61,70679.05,0.21482820976491862,0.47305605786618443,0.28824593128390597,0.023869801084990958,0.04062201614482707,0.3794199104304308,0.45805496570219373,0.12190310772254843,4358.71,18488.22,36630.44,117720.92
3,586,1295,816,59,2014  ,Liscate,27380.04,10529.0,70407.45,0.21262699564586357,0.46988388969521044,0.2960812772133527,0.021407837445573296,0.04099310265760467,0.37206006272753334,0.46892050193007495,0.11802633268478703,4510.36,18524.28,37051.61,128980.76
4,594,1266,869,55,2015  ,Liscate,27437.97,10542.94,71180.76,0.21336206896551724,0.4547413793103448,0.31214080459770116,0.019755747126436782,0.04032553870528542,0.3629168946364686,0.49656512570560496,0.10019244095264104,4376.09,18478.46,36833.99,117426.07
5,583,1302,847,47,2016  ,Liscate,27687.66,10571.69,71989.46,0.20978769341489745,0.46851385390428213,0.3047858942065491,0.01691255847427132,0.04062374146178878,0.37991722116942417,0.4878191793011514,0.09163985806763567,4476.01,18743.82,36996.06,125246.79
6,593,1307,855,48,2017  ,Liscate,27627.84,10610.51,70301.48,0.21155904388155547,0.4662861220121299,0.3050303246521584,0.01712450945415626,0.026342832551823854,0.37989466701642693,0.4934528482529682,0.10030965217878102,2859.08,18707.06,37144.75,134499.1
7,569,1321,886,61,2018  ,Liscate,27881.1,10598.27,69940.98,0.2005639760310187,0.4656327106097991,0.312301727176595,0.02150158618258724,0.038842021936601585,0.36398044259493373,0.48527155909069625,0.11190597637776842,4665.3,18830.66,37431.85,125375.79
8,564,1316,913,57,2019  ,Liscate,27808.71,10599.19,70178.29,0.19789473684210526,0.4617543859649123,0.32035087719298244,0.02,0.03787231698328422,0.3689773049211041,0.5043246421031738,0.08882573599243787,4528.29,18907.56,37250.42,105088.61
0,1318,3576,1848,94,2011,Locate di Triulzi,27333.36,10738.08,68983.5,0.1928028086600351,0.5231129315389117,0.27033352837916913,0.013750731421884143,0.042936309850554515,0.4404843559126664,0.4458698568578722,0.07070947737890688,4926.31,18627.1,36485.33,113752.77
1,1325,3634,1917,108,2012  ,Locate di Triulzi,27377.54,10746.95,69921.85,0.18971935853379152,0.5203321878579611,0.27448453608247425,0.015463917525773196,0.0428141803107756,0.4293741054284829,0.4485263989225088,0.07928531533823267,5074.72,18556.28,36745.65,115294.61
2,1310,3508,2027,109,2013  ,Locate di Triulzi,27306.91,10701.44,69213.57,0.18838078803566294,0.5044578659764164,0.2914869140063273,0.015674431981593327,0.039678307687415766,0.4143601507437105,0.46758549900642604,0.0783760425624477,4787.53,18670.15,36461.68,113654.4
3,1321,3466,2084,113,2014  ,Locate di Triulzi,27455.48,10735.7,69091.57,0.18914662084765177,0.49627720504009165,0.2983963344788087,0.016179839633447882,0.03896934146460812,0.407255068525998,0.4756252384173993,0.07815035159199457,4727.65,18830.54,36575.65,110835.12
4,1313,3398,2243,123,2015  ,Locate di Triulzi,27503.2,10649.96,68399.99,0.18553059205878197,0.480146954924403,0.3169422071499223,0.01738024586689275,0.03896692055654535,0.38387409650229765,0.49468865367623044,0.08247032926492653,4916.84,18716.31,36539.07,111082.97
5,1299,3496,2286,121,2016  ,Locate di Triulzi,27451.28,10664.65,69160.82,0.18036656484309913,0.4854207164676479,0.31741183004720913,0.016800888642043876,0.036340969008538254,0.38638100590745295,0.4963602481765776,0.08091777690743118,4748.83,18760.47,36857.01,113516.21
6,1362,3456,2370,130,2017  ,Locate di Triulzi,27499.19,10650.99,69243.61,0.1861164252528013,0.4722601803771522,0.32385897786280404,0.017764416507242416,0.034358130658849066,0.37614789029106344,0.5053312763326434,0.08416270271744414,4342.87,18737.39,36707.26,111455.25
7,1347,3450,2454,147,2018  ,Locate di Triulzi,27485.76,10712.72,70063.84,0.18207623682076238,0.46634225466342255,0.33171127331711275,0.019870235198702353,0.036755876042885986,0.3616542398799878,0.5057186650047075,0.09587121907241868,4884.17,18763.16,36886.38,116735.38
8,1290,3397,2524,160,2019  ,Locate di Triulzi,27554.43,10643.19,69657.93,0.17501017501017502,0.46086012752679417,0.34242300908967577,0.02170668837335504,0.0345218425709516,0.3533726493923913,0.5140430805840801,0.09806242745257704,4836.24,18799.26,36805.58,110760.81
0,3560,8371,4423,395,2011,Magenta,27257.06,10742.15,71163.01,0.21255000298525284,0.49979103230043587,0.26407546719207114,0.023583497522240135,0.04690574291793721,0.400955041760767,0.4285371944673171,0.12360202085397867,5042.05,18329.46,37076.85,119745.65
1,3562,8481,4513,414,2012  ,Magenta,27366.67,10756.68,71175.17,0.20989982321744255,0.4997642899233942,0.2659398939304655,0.0243959929286977,0.04600649238611997,0.3965374085272063,0.43052777793546765,0.12692832115120609,5062.31,18325.71,37390.35,120166.08
2,3524,8212,4805,428,2013  ,Magenta,27393.21,10686.0,70728.84,0.20767281513347868,0.48394130473215863,0.28316341564028524,0.025222464494077435,0.04310805826684357,0.3806790917322842,0.44528332149835625,0.13092952850251602,4884.72,18510.89,37004.98,122154.91
3,3441,8062,4967,464,2014  ,Magenta,27467.18,10634.97,71136.14,0.20320066139128382,0.47608361875516714,0.29331522381008623,0.027400496043462855,0.04048434017272981,0.36862856116776077,0.4534262816515516,0.13746081700795784,4774.47,18555.36,37045.51,120222.02
4,3482,7840,5240,474,2015  ,Magenta,27449.82,10702.63,70942.11,0.20439070204273305,0.4602019253345856,0.30758393989199345,0.027823432730687953,0.04038206866023776,0.3509662734458527,0.4678496815500652,0.1408019763438444,4813.96,18581.99,37061.06,123302.88
5,3418,7871,5316,478,2016  ,Magenta,27482.73,10662.39,71019.94,0.2000819528185916,0.46075045366738865,0.311186559737751,0.027981033776268805,0.038428120400272756,0.3484153341419789,0.46937383820252576,0.14378270725522257,4734.31,18640.03,37180.33,126665.42
6,3513,7970,5441,497,2017  ,Magenta,27532.96,10613.26,71118.21,0.20165317719993112,0.4574938292864933,0.31232420641754205,0.02852878709603352,0.029853020918332515,0.3491370497387776,0.47484028164863756,0.14616964769425234,3619.09,18656.34,37167.01,125253.43
7,3356,7914,5674,541,2018  ,Magenta,27667.79,10632.99,70592.95,0.1919359450957964,0.4526165284529597,0.3245067200457535,0.03094080640549042,0.03608799528452065,0.33514863195657707,0.477264119577626,0.1514992531812763,4766.54,18771.69,37284.77,124129.56
8,3399,7784,5801,547,2019  ,Magenta,27772.22,10596.3,70784.32,0.19388511779134104,0.4440134618675489,0.33089954936968796,0.031201870971422054,0.035180629440009575,0.328270011714113,0.4844965465306227,0.1520528123152547,4627.98,18856.8,37344.56,124292.99
0,1325,3600,1470,99,2011,Magnago,27414.86,10858.18,70046.02,0.20403449337850324,0.554357868801971,0.2263627964274715,0.015244841392054204,0.047234169129504615,0.4673533728340739,0.3873972489493587,0.09801520908706277,5010.72,18247.47,37042.4,139161.19
1,1304,3620,1529,117,2012  ,Magnago,27496.9,10832.02,70302.18,0.1984779299847793,0.5509893455098934,0.23272450532724506,0.01780821917808219,0.04554175891699575,0.45396074382116036,0.39316414988712767,0.1073333473747162,5049.15,18129.92,37175.14,132627.92
2,1262,3507,1655,115,2013  ,Magnago,27412.05,10832.89,69908.5,0.1929958709282765,0.5363205383086099,0.25309680379262883,0.017586786970484783,0.04294130604835036,0.44102180348364306,0.4153525501554339,0.10068434031257271,4996.55,18466.26,36853.05,128563.8
3,1283,3457,1685,124,2014  ,Magnago,27419.8,10803.26,69660.53,0.19590777217895863,0.5278668499007482,0.2572911894945793,0.01893418842571385,0.04042085017442164,0.42914717843281663,0.4165174746482697,0.11391449674449203,4715.37,18579.91,36997.29,137497.23
4,1226,3397,1837,131,2015  ,Magnago,27487.46,10731.61,70401.55,0.18601122743134577,0.5153997875891367,0.2787133970565923,0.0198755879229252,0.03784949221454777,0.4048641946577671,0.43766218303111604,0.11962413009656911,4792.41,18501.14,36984.05,141752.93
5,1224,3409,1824,143,2016  ,Magnago,27637.18,10764.0,70754.02,0.18545454545454546,0.5165151515151515,0.27636363636363637,0.021666666666666667,0.03693348849567683,0.4043839487855742,0.43368396086401356,0.12499860185473535,4715.61,18538.14,37157.6,136605.52
6,1253,3410,1867,161,2017  ,Magnago,27539.46,10783.2,71128.94,0.1872664773576446,0.509639814676431,0.27903153489762367,0.0240621730683007,0.031672718769115635,0.3991497264644992,0.43499004946510533,0.13418750530127985,4017.5,18603.85,37030.23,132466.97
7,1199,3329,2004,182,2018  ,Magnago,27533.88,10752.82,70406.55,0.1785820673220137,0.4958296097706285,0.29848078641644327,0.02710753649091451,0.03555895094978084,0.37639990099867326,0.44732107708118685,0.14072007097035905,4910.2,18719.98,36956.55,128013.09
8,1115,3310,2125,165,2019  ,Magnago,27614.9,10645.6,70317.18,0.16604616530156366,0.49292628443782577,0.31645569620253167,0.024571854058078928,0.031131808980593787,0.3710822743906218,0.47120145776867545,0.12658445886010897,4660.89,18714.64,37015.78,128066.52
0,863,2490,1059,87,2011,Marcallo con Casone,27169.18,10813.38,68873.45,0.19182040453434096,0.5534563236274728,0.23538564125361192,0.01933763058457435,0.040167923882677994,0.4331178033510104,0.36405588653116705,0.1626583862351445,4930.43,18425.67,36415.7,198049.53
1,840,2489,1073,89,2012  ,Marcallo con Casone,27287.79,10816.5,69907.06,0.18704074816299265,0.5542195502115341,0.23892228902248944,0.019817412602983746,0.03955314224862198,0.4368368534682285,0.3775730354383569,0.14603696884479264,4928.41,18369.61,36830.43,171742.71
2,835,2395,1182,96,2013  ,Marcallo con Casone,27181.91,10761.25,69150.48,0.18522626441881102,0.5312777284826974,0.2622005323868678,0.02129547471162378,0.038296729505071764,0.42616402428775724,0.40896371435102036,0.12657553185615059,4808.33,18654.8,36273.27,138228.61
3,857,2326,1211,99,2014  ,Marcallo con Casone,27229.63,10799.47,69611.87,0.19074115290451815,0.5176941909637214,0.26953038059203205,0.022034275539728466,0.04006124660796858,0.4150631327257506,0.4179322445450183,0.12694337612126244,4901.07,18709.07,36183.4,134438.15
4,803,2281,1318,86,2015  ,Marcallo con Casone,27364.95,10712.02,69506.38,0.17892156862745098,0.5082442067736186,0.2936720142602496,0.019162210338680926,0.030329189224295724,0.3400058331160987,0.38453280331916617,0.24513217434043935,4736.13,18691.29,36584.41,357420.91
5,787,2276,1320,99,2016  ,Marcallo con Casone,27391.56,10701.9,69568.5,0.17559125390450692,0.5078090138331102,0.29451137884872824,0.02208835341365462,0.028350655639647847,0.3248763796202571,0.36647720789287414,0.2802957568472209,4729.14,18738.7,36447.41,371684.96
6,860,2208,1309,103,2017  ,Marcallo con Casone,27399.67,10760.56,69926.24,0.19196428571428573,0.4928571428571429,0.2921875,0.02299107142857143,0.028890597106712008,0.3592826313779546,0.41283903369586444,0.19898773781946896,3908.15,18929.98,36690.53,224751.18
7,756,2205,1429,108,2018  ,Marcallo con Casone,27333.18,10671.35,70158.49,0.1680746998666074,0.4902178746109382,0.3176967541129391,0.02401067140951534,0.03244016133424236,0.3730757241442167,0.4682770787879414,0.1262070357335996,4778.71,18842.45,36493.85,130139.41
8,765,2144,1470,108,2019  ,Marcallo con Casone,27507.52,10717.56,70193.93,0.17049253398707376,0.47782482727880543,0.32761310452418096,0.024069534209939826,0.030808863827314494,0.34865603714774157,0.4594848097314893,0.1610502892934546,4712.02,19026.76,36571.8,174473.81
0,468,1086,724,23,2011,Masate,27970.19,10636.89,70192.96,0.2033898305084746,0.47196870925684486,0.3146458061712299,0.009995654063450673,0.04180277839966019,0.3825594065604202,0.5253124696818455,0.050325345358074085,4696.37,18521.31,38148.87,115043.35
1,461,1094,744,30,2012  ,Masate,27964.86,10696.29,69871.81,0.19793902962644913,0.46972949763847144,0.3194504079003864,0.012881064834693002,0.04197675901089433,0.37170399748630556,0.5212462313971995,0.06507301210560058,4942.97,18444.21,38032.09,117749.7
2,467,1130,777,33,2013  ,Masate,27864.38,10586.44,68796.75,0.1940174491067719,0.4694640631491483,0.32280847528043205,0.013710012463647694,0.039426086407993055,0.3732830828771227,0.5230349428312026,0.06425588788368171,4745.79,18569.55,37840.01,109456.24
3,474,1123,787,34,2014  ,Masate,28056.75,10544.83,69224.24,0.19602977667493796,0.46443341604631927,0.3254755996691481,0.014061207609594707,0.03560483074237061,0.36740801748588453,0.5243403840964304,0.07264676767531444,4296.96,18715.41,38112.64,122227.21
4,501,1067,854,43,2015  ,Masate,28064.13,10573.94,68897.42,0.20324543610547668,0.4328600405679513,0.3464503042596349,0.01744421906693712,0.037493792002191655,0.33668406284389135,0.5460543057909932,0.07976783936292381,4434.16,18695.96,37885.03,109913.0
5,469,1050,830,39,2016  ,Masate,27968.1,10640.66,69504.13,0.19639865996649916,0.4396984924623116,0.347571189279732,0.016331658291457288,0.03711472116291281,0.3431160711631928,0.5421644717316231,0.07760473594227134,4592.81,18965.18,37910.38,115485.85
6,515,1140,852,50,2017  ,Masate,28036.17,10536.08,69646.01,0.20140789988267502,0.4458349628470864,0.33320297223308565,0.019554165037152915,0.03575088366063132,0.350313191026475,0.5263377768619653,0.08759814845092839,4242.82,18781.33,37757.18,107077.82
7,459,1148,910,61,2018  ,Masate,27956.57,10619.99,69250.9,0.17804499612102406,0.44530643910007756,0.3529868114817688,0.023661753297129558,0.03443126537085947,0.33128973196685807,0.5296094405965932,0.10466956206568918,4860.58,18698.8,37710.46,111182.93
8,480,1145,915,58,2019  ,Masate,28010.9,10545.87,68693.97,0.18475750577367206,0.44072363356428024,0.35219399538106233,0.022324865280985373,0.03365472415670038,0.33028069332477933,0.5296584981525922,0.10640608436592809,4565.63,18783.36,37693.85,119463.19
0,1926,3957,2174,177,2011,Mediglia,27433.16,10720.1,70444.08,0.23390818557201845,0.4805683750303619,0.2640272042749575,0.021496235122662133,0.05035327920797333,0.38725944098240933,0.4388636394174838,0.12352364039213352,4842.8,18128.46,37393.4,129271.18
1,1929,4059,2234,181,2012  ,Mediglia,27442.09,10724.28,70167.22,0.22956087111745804,0.48304177079614424,0.2658574318695704,0.021539926216827324,0.04977459486945821,0.38958999563648095,0.44303237792730904,0.1176030315667518,4860.53,18079.95,37356.04,122390.71
2,1900,3947,2328,187,2013  ,Mediglia,27548.62,10684.98,70480.97,0.22721836881128918,0.4720162640516623,0.27840229610141115,0.022363071035637408,0.047364617906054694,0.3738860269264828,0.45160370701627534,0.1271456481511872,4812.3,18286.25,37447.87,131253.99
3,1931,3811,2378,193,2014  ,Mediglia,27646.17,10683.43,70454.68,0.23228677974257186,0.4584385901599904,0.2860579814747985,0.023216648622639238,0.047777858458434685,0.35735708239337644,0.4578046177928323,0.13706044135535653,4841.34,18347.82,37669.45,138955.53
4,1883,3742,2493,192,2015  ,Mediglia,27755.18,10656.33,71049.11,0.2265944645006017,0.45030084235860407,0.3,0.023104693140794223,0.046537874245393525,0.3458120564698703,0.4757941944837479,0.13185587480098834,4909.46,18357.5,37911.76,136419.16
5,1823,3830,2469,195,2016  ,Mediglia,27742.68,10687.1,70785.37,0.21918961163881207,0.4605025850667308,0.29686184922448,0.023445954069977154,0.043749278643634607,0.3554005980926176,0.47208478712440927,0.1287653361393385,4746.8,18354.24,37819.51,130611.49
6,1883,3909,2516,204,2017  ,Mediglia,27648.05,10619.41,70216.91,0.22121710526315788,0.45923402255639095,0.2955827067669173,0.023966165413533833,0.040901781280148236,0.35744261175828773,0.47022894463694137,0.1314266623246227,4359.82,18353.43,37512.43,129309.31
7,1832,3918,2638,210,2018  ,Mediglia,27832.2,10647.14,70323.85,0.2130728076296813,0.4556873691556176,0.30681553849732496,0.024424284717376135,0.04253987130173756,0.34103645561359086,0.4708241007934779,0.14559957229119366,4925.65,18464.16,37859.69,147073.34
8,1899,3820,2769,210,2019  ,Mediglia,27881.18,10622.57,70380.43,0.2183260519659692,0.43918142101632557,0.31834904575764544,0.024143481260059784,0.04374116508629294,0.3347742037854424,0.4957303581910934,0.12575427293717123,4866.62,18516.15,37825.49,126521.84
0,2667,6277,3310,301,2011,Melegnano,27536.34,10801.63,70690.67,0.2124253285543608,0.49996017522899244,0.2636399840700916,0.023974512146555157,0.04697166866733198,0.39558599729235855,0.43554614317735196,0.12189619086295748,5042.76,18044.46,37675.7,115952.13
1,2698,6263,3408,329,2012  ,Melegnano,27555.69,10806.32,70699.27,0.21247440541817608,0.4932272798865963,0.26838872263348557,0.025909592061742006,0.04608607556645762,0.38466298105279595,0.43609885072781013,0.1331520926529363,5023.87,18063.78,37635.35,119031.73
2,2607,6208,3572,328,2013  ,Melegnano,27626.76,10726.72,70691.73,0.2050334250884782,0.488242233582383,0.28092803775068814,0.025796303578450648,0.04221991461067203,0.37656780199000844,0.45065088067524,0.13056140272407948,4841.71,18134.83,37718.19,119004.4
3,2582,6129,3658,330,2014  ,Melegnano,27646.0,10720.22,70547.39,0.20332309630679582,0.48263642806520196,0.2880541774942909,0.025986298133711314,0.04182545868292077,0.3694813903818845,0.4584577869744079,0.1302353639607868,4892.67,18208.11,37854.5,119200.15
4,2614,5950,3892,335,2015  ,Melegnano,27685.58,10699.45,70610.39,0.2043624423422719,0.4651708232350872,0.30427644437495116,0.02619029004768978,0.04212083277661241,0.3486859518311675,0.47580328202682515,0.13338993336539498,5009.19,18217.69,38004.1,123781.04
