Comune,Neuro_incidence,Year,Multiplicator,Label
Vermezzo con Zelo,0.0133263194809749,2016,0.0,0
Vernate,0.0147545919903643,2016,0.0,0
Vignate,0.0150829562594268,2016,0.0,0
Villa Cortese,0.0180035364089374,2016,0.0,1
Vimodrone,0.0164060194747713,2016,0.0,1
Vittuone,0.0151084857434965,2016,0.0,0
Vizzolo Predabissi,0.0180799592564298,2016,0.0,1
Zibido San Giacomo,0.0164347053597867,2016,0.0,1
San Siro Baggio Trenno,0.0198391576024068,2016,0.0,1
Barona Lorenteggio,0.019695014741177,2016,0.0,1
Centro Storico,0.0163554783615573,2016,0.0,1
Città Studi Lambrate,0.0169519175526821,2016,0.0,1
Fiera Gallaratese Quarto Oggiaro,0.0194196465089899,2016,0.0,1
Stazione Centrale Bicocca,0.014826198690193,2016,0.0,0
Stazione Garibaldi Niguarda,0.0168028181189488,2016,0.0,1
Vigentino Chiaravalle Gratosoglio,0.0176199403013894,2016,0.0,1
Vittoria Forlanini,0.0188023604038463,2016,0.0,1
