Comune,LU0301,LU0201,LU0101,LU0102,LU0105,LU0103,LU0104,LU0302,LU0304,LU0305,LU0303,Grass_cover,Small_woods_cover,Trees_cover,Trees_mean_density,Non_class_surf,Imper_surf,Perm_surf,Non_cons_surf,Hardwood,Coniferous,Shrubs,Periodic_herb,Permanent_herb,Permanent_water,Wetlands,Year,Old_people_perc,IMED,IFQ,ITQ,PI1,PI2,PI3,PI4,TI1,TI2,TI3,TI4,frequency_NO2,exposure_NO2,intensity_NO2,frequency_O3,exposure_O3,intensity_O3,frequency_PM10,exposure_PM10,intensity_PM10,frequency_CO,exposure_CO,intensity_CO,Neuro_incidence,Multiplicator,Label
MEDIGLIA,0.013657102,0.78938936,0.085404533,0.050775504,0.008722652,0.012321903,0.004948841,0.009652797,0.000307907,0.024819402,0.0,0.1525856942891642,0.3718146105594253,0.0383434244164358,0.67611903064861,0.0501224806698099,0.083159408359571,0.0107450865049147,0.0,0.0198321774660443,0.0001503127828156,7.743385781413751e-05,0.7027350343273608,0.1099606330288878,0.023977166325507,0.0,2013,0.1597691673536685,27548.62,10684.98,70480.97,0.2272183688112891,0.4720162640516623,0.2784022961014111,0.0223630710356374,0.0473646179060546,0.3738860269264828,0.4516037070162753,0.1271456481511872,4,0.251,1.002,28,1.643,45.992,49,1.99,97.507,0,0.0,0.0,0.0173124484748557,0.0,1
MEDIGLIA,0.013657102,0.78938936,0.085404533,0.050775504,0.008722652,0.012321903,0.004948841,0.009652797,0.000307907,0.024819402,0.0,0.1525856942891642,0.3718146105594253,0.0383434244164358,0.67611903064861,0.0501224806698099,0.083159408359571,0.0107450865049147,0.0,0.0198321774660443,0.0001503127828156,7.743385781413751e-05,0.7027350343273608,0.1099606330288878,0.023977166325507,0.0,2014,0.1654390465943888,27646.17,10683.43,70454.68,0.2322867797425718,0.4584385901599904,0.2860579814747985,0.0232166486226392,0.0477778584584346,0.3573570823933764,0.4578046177928323,0.1370604413553565,0,0.0,0.0,30,1.163,34.894,48,1.642,78.833,0,0.0,0.0,0.0187039642472895,0.0,1
MEDIGLIA,0.013657102,0.78938936,0.085404533,0.050775504,0.008722652,0.012321903,0.004948841,0.009652797,0.000307907,0.024819402,0.0,0.1525856942891642,0.3718146105594253,0.0383434244164358,0.67611903064861,0.0501224806698099,0.083159408359571,0.0107450865049147,0.0,0.0198321774660443,0.0001503127828156,7.743385781413751e-05,0.7027350343273608,0.1099606330288878,0.023977166325507,0.0,2015,0.1695857889931103,27755.18,10656.33,71049.11,0.2265944645006017,0.450300842358604,0.3,0.0231046931407942,0.0465378742453935,0.3458120564698703,0.4757941944837479,0.1318558748009883,2,0.039,0.078,29,1.684,48.828,51,2.065,105.329,0,0.0,0.0,0.0188428654436789,0.0,1
MEDIGLIA,0.013657102,0.78938936,0.085404533,0.050775504,0.008722652,0.012321903,0.004948841,0.009652797,0.000307907,0.024819402,0.0,0.1525856942891642,0.3718146105594253,0.0383434244164358,0.67611903064861,0.0501224806698099,0.083159408359571,0.0107450865049147,0.0,0.0198321774660443,0.0001503127828156,7.743385781413751e-05,0.7027350343273608,0.1099606330288878,0.023977166325507,0.0,2016,0.1729747675962815,27742.68,10687.1,70785.37,0.219189611638812,0.4605025850667308,0.29686184922448,0.0234459540699771,0.0437492786436346,0.3554005980926176,0.4720847871244092,0.1287653361393385,1,0.346,0.346,30,1.461,43.838,48,1.613,77.437,0,0.0,0.0,0.0190903054448871,0.0,1
SOLARO,0.164003158,0.35383781,0.238271932,0.150632943,0.052389214,0.023778281,0.005274864,0.011769941,4.18565e-05,0.0,0.0,0.0921655690090545,0.1324889416358016,0.1822490619426567,0.7755642311169559,0.1510928156337288,0.241475887858763,0.0052875744937747,0.0,0.1484115809754124,0.0035050777097543,0.0006291165120071,0.2876710145975772,0.162881260751578,0.0,0.0,2013,0.1622315759434971,27145.09,10695.65,69646.04,0.2130349186612786,0.5110351258936898,0.2610092218422961,0.0149207336027354,0.047171804220956,0.4404533663239683,0.436079864928976,0.0762949645260996,7,0.222,1.556,28,1.734,48.56,49,1.714,83.98,0,0.0,0.0,0.0133409431404722,0.0,0
SOLARO,0.164003158,0.35383781,0.238271932,0.150632943,0.052389214,0.023778281,0.005274864,0.011769941,4.18565e-05,0.0,0.0,0.0921655690090545,0.1324889416358016,0.1822490619426567,0.7755642311169559,0.1510928156337288,0.241475887858763,0.0052875744937747,0.0,0.1484115809754124,0.0035050777097543,0.0006291165120071,0.2876710145975772,0.162881260751578,0.0,0.0,2014,0.1670717758078352,27186.4,10651.98,70199.85,0.2143819293337478,0.501502434980831,0.268884053465962,0.0152315822194591,0.047515891679717,0.4281260677580885,0.4444837142882692,0.0798743262739251,1,0.016,0.016,29,1.141,33.083,49,1.607,78.741,0,0.0,0.0,0.0140835001429796,0.0,0
SOLARO,0.164003158,0.35383781,0.238271932,0.150632943,0.052389214,0.023778281,0.005274864,0.011769941,4.18565e-05,0.0,0.0,0.0921655690090545,0.1324889416358016,0.1822490619426567,0.7755642311169559,0.1510928156337288,0.241475887858763,0.0052875744937747,0.0,0.1484115809754124,0.0035050777097543,0.0006291165120071,0.2876710145975772,0.162881260751578,0.0,0.0,2015,0.173562562419746,27367.1,10623.37,69738.02,0.2085264133456904,0.4898568633508393,0.2860673463083101,0.0155493769951601,0.0446997100019364,0.4129424678862453,0.467343174564689,0.0750146475471292,4,0.139,0.557,30,1.67,50.085,51,2.376,121.158,0,0.0,0.0,0.0144100442288486,0.0,0
SOLARO,0.164003158,0.35383781,0.238271932,0.150632943,0.052389214,0.023778281,0.005274864,0.011769941,4.18565e-05,0.0,0.0,0.0921655690090545,0.1324889416358016,0.1822490619426567,0.7755642311169559,0.1510928156337288,0.241475887858763,0.0052875744937747,0.0,0.1484115809754124,0.0035050777097543,0.0006291165120071,0.2876710145975772,0.162881260751578,0.0,0.0,2016,0.1762822792914562,27368.95,10599.07,69720.75,0.2022924411400248,0.5020652622883106,0.2805658818669971,0.0150764147046674,0.0441877248005509,0.4214292974731759,0.4580987780890443,0.0762841996372287,2,0.166,0.332,30,1.43,42.906,45,1.806,81.283,0,0.0,0.0,0.0150103151454791,0.0,0
GAGGIANO,0.02221911,0.807571535,0.060622292,0.04696456,0.022662381,0.012345711,0.00290817,0.00786172,0.001317823,0.015526699,0.0,0.0665942920502225,0.2699751103418462,0.0453340709760448,0.689711934156379,0.0331543705433273,0.0741671036040441,0.0134132805953309,0.0,0.024317520057445,0.0001370644625126,0.0002360554632161,0.7660228222135143,0.0705158586165554,0.0189339325576443,0.0,2013,0.1943668268693416,27756.72,10668.68,70466.64,0.1952191235059761,0.4895801409745632,0.2914495862703034,0.0237511492491572,0.0399985148081526,0.3781644675408873,0.464686571978038,0.117150445672922,9,0.191,1.721,28,1.494,41.824,49,1.756,86.044,0,0.0,0.0,0.0138593942103498,0.0,0
GAGGIANO,0.02221911,0.807571535,0.060622292,0.04696456,0.022662381,0.012345711,0.00290817,0.00786172,0.001317823,0.015526699,0.0,0.0665942920502225,0.2699751103418462,0.0453340709760448,0.689711934156379,0.0331543705433273,0.0741671036040441,0.0134132805953309,0.0,0.024317520057445,0.0001370644625126,0.0002360554632161,0.7660228222135143,0.0705158586165554,0.0189339325576443,0.0,2014,0.2029874038568721,27763.16,10632.81,70305.2,0.1962218159658744,0.473034734917733,0.3063680682510664,0.024375380865326,0.0387342465970718,0.3645675145441586,0.4798131973319675,0.116885041526802,0,0.0,0.0,29,1.107,32.096,48,1.587,76.165,0,0.0,0.0,0.0139337866458588,0.0,0
GAGGIANO,0.02221911,0.807571535,0.060622292,0.04696456,0.022662381,0.012345711,0.00290817,0.00786172,0.001317823,0.015526699,0.0,0.0665942920502225,0.2699751103418462,0.0453340709760448,0.689711934156379,0.0331543705433273,0.0741671036040441,0.0134132805953309,0.0,0.024317520057445,0.0001370644625126,0.0002360554632161,0.7660228222135143,0.0705158586165554,0.0189339325576443,0.0,2015,0.2111394652169089,27816.84,10654.43,70588.58,0.1911252461002574,0.4569135241556868,0.3274269271543238,0.0245343025897319,0.0342937992603379,0.3445204663444722,0.5058056186650128,0.115380115730177,4,0.067,0.269,30,1.701,51.028,51,2.133,108.769,0,0.0,0.0,0.015976922223455,0.0,1
GAGGIANO,0.02221911,0.807571535,0.060622292,0.04696456,0.022662381,0.012345711,0.00290817,0.00786172,0.001317823,0.015526699,0.0,0.0665942920502225,0.2699751103418462,0.0453340709760448,0.689711934156379,0.0331543705433273,0.0741671036040441,0.0134132805953309,0.0,0.024317520057445,0.0001370644625126,0.0002360554632161,0.7660228222135143,0.0705158586165554,0.0189339325576443,0.0,2016,0.2171975941189574,27774.38,10656.34,69645.11,0.1874147081122062,0.4601971190295678,0.3244882486732373,0.0278999241849886,0.0358039711381057,0.3403476947046246,0.4885864776799694,0.1352618564773002,2,0.162,0.323,30,1.592,47.746,48,1.639,78.679,0,0.0,0.0,0.0159278235687235,0.0,1
BUSSERO,0.021271886,0.644408229,0.184861618,0.082534919,0.048708815,0.004790806,0.002495677,0.010928049,0.0,0.0,0.0,0.220146737973947,0.3929068468843995,0.0595174312453393,0.72172236503856,0.089396362024766,0.142094315286798,0.0246331784845748,0.0,0.0357585448099064,0.0011584369651131,8.74292049141966e-05,0.4344357192186429,0.270811962221724,0.0023387312314547,0.0,2013,0.1863325211741501,27770.31,10591.3,69888.52,0.1937430522471017,0.4402096236303001,0.339367952993489,0.0266793711291091,0.0340666553244217,0.3287101984701745,0.5072900036995701,0.1299331425058336,6,0.205,1.232,28,1.659,46.455,49,1.95,95.566,0,0.0,0.0,0.014386819816684,0.0,0
BUSSERO,0.021271886,0.644408229,0.184861618,0.082534919,0.048708815,0.004790806,0.002495677,0.010928049,0.0,0.0,0.0,0.220146737973947,0.3929068468843995,0.0595174312453393,0.72172236503856,0.089396362024766,0.142094315286798,0.0246331784845748,0.0,0.0357585448099064,0.0011584369651131,8.74292049141966e-05,0.4344357192186429,0.270811962221724,0.0023387312314547,0.0,2014,0.1968768074031232,27856.47,10638.99,70534.81,0.1911670918367347,0.4347895408163265,0.3477359693877551,0.0263073979591836,0.0344710829820694,0.3209454094605309,0.5194981701497605,0.125085337407639,0,0.0,0.0,31,1.14,35.33,47,1.653,77.695,0,0.0,0.0,0.0150375939849624,0.0,0
BUSSERO,0.021271886,0.644408229,0.184861618,0.082534919,0.048708815,0.004790806,0.002495677,0.010928049,0.0,0.0,0.0,0.220146737973947,0.3929068468843995,0.0595174312453393,0.72172236503856,0.089396362024766,0.142094315286798,0.0246331784845748,0.0,0.0357585448099064,0.0011584369651131,8.74292049141966e-05,0.4344357192186429,0.270811962221724,0.0023387312314547,0.0,2015,0.2066279069767441,27954.18,10552.03,69823.86,0.1868654822335025,0.4216370558375634,0.3646890862944162,0.0268083756345177,0.0317131399224001,0.3044397418149794,0.5367368836998976,0.1271102345627228,5,0.077,0.384,30,1.729,51.885,50,2.063,103.159,0,0.0,0.0,0.0165116279069767,0.0,1
BUSSERO,0.021271886,0.644408229,0.184861618,0.082534919,0.048708815,0.004790806,0.002495677,0.010928049,0.0,0.0,0.0,0.220146737973947,0.3929068468843995,0.0595174312453393,0.72172236503856,0.089396362024766,0.142094315286798,0.0246331784845748,0.0,0.0357585448099064,0.0011584369651131,8.74292049141966e-05,0.4344357192186429,0.270811962221724,0.0023387312314547,0.0,2016,0.2112234227953991,27878.53,10571.55,69595.17,0.175472302273455,0.4282740954210695,0.3680755683637528,0.0281780339417227,0.029351614425143,0.3051416059083045,0.5310676827536112,0.1344390969129413,4,0.1,0.399,30,1.45,43.513,48,1.539,73.889,0,0.0,0.0,0.0162658301382595,0.0,1
ARESE,0.024749188,0.226350649,0.32336005,0.239992704,0.10582297,0.04087385,0.004690827,0.028005672,0.0,0.006154089,0.0,0.0763412902283025,0.4957552057893252,0.1639052208939864,0.650811637172241,0.1915745725542146,0.3063370810593435,0.0095369664339315,0.0,0.0853619240846009,0.0104481415709314,0.0001366762705499,0.1536089418458883,0.2409298924750388,0.0026575941495828,0.0,2013,0.24227718639115,28390.99,10649.55,70951.98,0.1929171230376049,0.3710113179992698,0.3591821832785688,0.0768893756845564,0.0264378077801431,0.2042453843777411,0.4405381591028845,0.3287786487392312,8,0.186,1.487,28,1.61,45.073,48,1.564,75.082,0,0.0,0.0,0.0131496556042579,0.0,0
ARESE,0.024749188,0.226350649,0.32336005,0.239992704,0.10582297,0.04087385,0.004690827,0.028005672,0.0,0.006154089,0.0,0.0763412902283025,0.4957552057893252,0.1639052208939864,0.650811637172241,0.1915745725542146,0.3063370810593435,0.0095369664339315,0.0,0.0853619240846009,0.0104481415709314,0.0001366762705499,0.1536089418458883,0.2409298924750388,0.0026575941495828,0.0,2014,0.2516684045881126,28516.71,10618.37,70751.55,0.1966702859211002,0.3608396670285921,0.3646760767281939,0.0778139703221136,0.0257518589694661,0.2007429059660156,0.4514993504555247,0.3220058846089935,4,0.069,0.276,29,1.057,30.648,49,1.62,79.358,0,0.0,0.0,0.0144421272158498,0.0,0
ARESE,0.024749188,0.226350649,0.32336005,0.239992704,0.10582297,0.04087385,0.004690827,0.028005672,0.0,0.006154089,0.0,0.0763412902283025,0.4957552057893252,0.1639052208939864,0.650811637172241,0.1915745725542146,0.3063370810593435,0.0095369664339315,0.0,0.0853619240846009,0.0104481415709314,0.0001366762705499,0.1536089418458883,0.2409298924750388,0.0026575941495828,0.0,2015,0.2583630629233235,28539.8,10555.24,70733.28,0.1899747565813198,0.3556437071763433,0.3741795888928957,0.080201947349441,0.024694680087146,0.1931119677133224,0.4529592707035402,0.3292340814959912,8,0.093,0.741,30,1.647,49.405,51,2.563,130.729,0,0.0,0.0,0.0156144976991882,0.0,1
ARESE,0.024749188,0.226350649,0.32336005,0.239992704,0.10582297,0.04087385,0.004690827,0.028005672,0.0,0.006154089,0.0,0.0763412902283025,0.4957552057893252,0.1639052208939864,0.650811637172241,0.1915745725542146,0.3063370810593435,0.0095369664339315,0.0,0.0853619240846009,0.0104481415709314,0.0001366762705499,0.1536089418458883,0.2409298924750388,0.0026575941495828,0.0,2016,0.2647499096680947,28582.41,10549.93,70761.11,0.1858988236992134,0.3603954679945154,0.3739626181713213,0.0797430901349498,0.0238696172768912,0.1954871203375144,0.4522270947840577,0.3284161676015365,6,0.144,0.862,30,1.435,43.063,44,2.219,97.651,0,0.0,0.0,0.0166726887936819,0.0,1
ROSATE,0.024884693,0.842316792,0.068312748,0.034960457,0.016424357,0.007912239,0.001111937,0.002120608,0.001087784,0.000868384,0.0,0.0801429147887872,0.2670400081517188,0.0290522729609416,0.6555237571087871,0.0334119793051078,0.0596768116572488,0.0070085743796804,0.0,0.0105634938559138,3.197828614302876e-05,5.329714357171459e-06,0.7535896318179013,0.1355666143890132,0.0009380297268621,0.0,2013,0.1758849557522123,27555.2,10674.97,71352.7,0.2065497679216091,0.4938112429087158,0.278751933986591,0.020887055183084,0.0426002760853176,0.3926179092552871,0.4547847511096257,0.1099970635497696,5,0.156,0.78,29,1.573,45.627,48,1.778,85.35,0,0.0,0.0,0.0165929203539823,0.0,1
ROSATE,0.024884693,0.842316792,0.068312748,0.034960457,0.016424357,0.007912239,0.001111937,0.002120608,0.001087784,0.000868384,0.0,0.0801429147887872,0.2670400081517188,0.0290522729609416,0.6555237571087871,0.0334119793051078,0.0596768116572488,0.0070085743796804,0.0,0.0105634938559138,3.197828614302876e-05,5.329714357171459e-06,0.7535896318179013,0.1355666143890132,0.0009380297268621,0.0,2014,0.1806745670009115,27495.03,10703.34,70094.2,0.2060250191473066,0.4899157518509063,0.2828695430176155,0.0211896859841715,0.0406236880477834,0.3910064335252444,0.4598865394440154,0.1084833389829568,0,0.0,0.0,31,1.267,39.275,48,1.55,74.407,0,0.0,0.0,0.0178669097538742,0.0,1
ROSATE,0.024884693,0.842316792,0.068312748,0.034960457,0.016424357,0.007912239,0.001111937,0.002120608,0.001087784,0.000868384,0.0,0.0801429147887872,0.2670400081517188,0.0290522729609416,0.6555237571087871,0.0334119793051078,0.0596768116572488,0.0070085743796804,0.0,0.0105634938559138,3.197828614302876e-05,5.329714357171459e-06,0.7535896318179013,0.1355666143890132,0.0009380297268621,0.0,2015,0.1840402588066139,27628.57,10689.61,70423.51,0.204352176088044,0.4772386193096548,0.2958979489744872,0.0225112556278139,0.040898497549927,0.3755712442376543,0.4718532732949732,0.1116769849174454,0,0.0,0.0,30,1.819,54.558,51,2.105,107.367,0,0.0,0.0,0.0168943206326383,0.0,1
ROSATE,0.024884693,0.842316792,0.068312748,0.034960457,0.016424357,0.007912239,0.001111937,0.002120608,0.001087784,0.000868384,0.0,0.0801429147887872,0.2670400081517188,0.0290522729609416,0.6555237571087871,0.0334119793051078,0.0596768116572488,0.0070085743796804,0.0,0.0105634938559138,3.197828614302876e-05,5.329714357171459e-06,0.7535896318179013,0.1355666143890132,0.0009380297268621,0.0,2016,0.1890459363957597,27537.26,10758.43,70086.24,0.1889081455805892,0.4889824213914335,0.2971032433770735,0.0250061896509036,0.0378699637733097,0.3768024589588688,0.4637263066490966,0.1216012706187248,1,0.129,0.129,30,1.62,48.59,48,1.614,77.457,0,0.0,0.0,0.016077738515901,0.0,1
RODANO,0.04971523,0.711696399,0.071031544,0.072780878,0.020191024,0.019119729,0.027965488,0.014383803,0.0,0.013115905,0.0,0.1443885550886923,0.5387339238366982,0.0985767805376127,0.7646884457204931,0.0528950444182193,0.0725767435198936,0.0250668200373831,0.0,0.0583413599100157,0.0021800560606207,0.0008720224242483,0.6902822419876398,0.0943390575285464,0.00442895599684,0.0,2013,0.1807921635434412,28127.68,10568.56,70804.38,0.1904169259489732,0.4191039203484754,0.3444306160547604,0.0460485376477909,0.0275577510606015,0.2832431643641243,0.4973231022147693,0.1918759823605048,4,0.084,0.338,27,1.77,47.801,47,2.169,101.96,0,0.0,0.0,0.0134156729131175,0.0,0
RODANO,0.04971523,0.711696399,0.071031544,0.072780878,0.020191024,0.019119729,0.027965488,0.014383803,0.0,0.013115905,0.0,0.1443885550886923,0.5387339238366982,0.0985767805376127,0.7646884457204931,0.0528950444182193,0.0725767435198936,0.0250668200373831,0.0,0.0583413599100157,0.0021800560606207,0.0008720224242483,0.6902822419876398,0.0943390575285464,0.00442895599684,0.0,2014,0.1916129032258064,28138.97,10689.24,70934.42,0.1887323943661971,0.4103286384976526,0.3511737089201878,0.0497652582159624,0.0297552772066312,0.2687567971478332,0.492057997924335,0.2094299277212005,0,0.0,0.0,30,1.273,38.183,45,1.81,81.435,0,0.0,0.0,0.013763440860215,0.0,0
RODANO,0.04971523,0.711696399,0.071031544,0.072780878,0.020191024,0.019119729,0.027965488,0.014383803,0.0,0.013115905,0.0,0.1443885550886923,0.5387339238366982,0.0985767805376127,0.7646884457204931,0.0528950444182193,0.0725767435198936,0.0250668200373831,0.0,0.0583413599100157,0.0021800560606207,0.0008720224242483,0.6902822419876398,0.0943390575285464,0.00442895599684,0.0,2015,0.1961546770360769,28297.17,10685.99,70949.2,0.189010989010989,0.4021978021978022,0.3620094191522763,0.0467817896389324,0.0309100383491893,0.2618567606219017,0.5028834864376103,0.2043497145912986,4,0.18,0.722,29,1.647,47.759,51,2.188,111.6,0,0.0,0.0,0.0146899978397062,0.0,0
RODANO,0.04971523,0.711696399,0.071031544,0.072780878,0.020191024,0.019119729,0.027965488,0.014383803,0.0,0.013115905,0.0,0.1443885550886923,0.5387339238366982,0.0985767805376127,0.7646884457204931,0.0528950444182193,0.0725767435198936,0.0250668200373831,0.0,0.0583413599100157,0.0021800560606207,0.0008720224242483,0.6902822419876398,0.0943390575285464,0.00442895599684,0.0,2016,0.201251078515962,28257.41,10659.94,71054.26,0.1896337678460583,0.4062693978895096,0.3538175046554935,0.0502793296089385,0.0288981267363169,0.2633611574469348,0.4925603236535557,0.2151803921631925,7,0.113,0.789,30,1.462,43.849,48,1.559,74.817,0,0.0,0.0,0.0148835202761,0.0,0
BASIANO,0.093070438,0.468451645,0.116558209,0.241646492,0.027910339,0.042285435,0.000775962,0.00930148,0.0,0.0,0.0,0.1944676641996527,0.3813996791874026,0.1110092602111803,0.837349421228173,0.1413043123896681,0.1958615415105248,0.0043123079305108,0.0,0.0732221174867546,0.0008493939863127,8.711733192951179e-05,0.3488613557117299,0.2362186455268712,2.1779332982377947e-05,0.0,2013,0.1629427792915531,27868.2,10770.41,71300.37,0.1998413957176844,0.4738302934179222,0.3084853291038858,0.0178429817605075,0.0421740545922368,0.3773457987761976,0.4957601453049505,0.0847200013266149,4,0.216,0.865,29,1.648,47.803,46,1.43,65.768,0,0.0,0.0,0.0133514986376021,0.0,0
BASIANO,0.093070438,0.468451645,0.116558209,0.241646492,0.027910339,0.042285435,0.000775962,0.00930148,0.0,0.0,0.0,0.1944676641996527,0.3813996791874026,0.1110092602111803,0.837349421228173,0.1413043123896681,0.1958615415105248,0.0043123079305108,0.0,0.0732221174867546,0.0008493939863127,8.711733192951179e-05,0.3488613557117299,0.2362186455268712,2.1779332982377947e-05,0.0,2014,0.1756830601092896,27788.57,10725.64,70182.58,0.1986545310645033,0.4669568658488326,0.3169766521567075,0.0174119509299564,0.0389476484492251,0.3703844947023582,0.5055282351834074,0.0851396216650092,0,0.0,0.0,31,1.163,36.056,44,1.164,51.206,0,0.0,0.0,0.0125683060109289,0.0,0
BASIANO,0.093070438,0.468451645,0.116558209,0.241646492,0.027910339,0.042285435,0.000775962,0.00930148,0.0,0.0,0.0,0.1944676641996527,0.3813996791874026,0.1110092602111803,0.837349421228173,0.1413043123896681,0.1958615415105248,0.0043123079305108,0.0,0.0732221174867546,0.0008493939863127,8.711733192951179e-05,0.3488613557117299,0.2362186455268712,2.1779332982377947e-05,0.0,2015,0.186473165388828,27774.26,10727.93,70299.06,0.1986008550330353,0.455110765643218,0.3233579479207151,0.0229304314030314,0.0379492459744133,0.3541979733228134,0.5029030843290994,0.1049496963736739,1,0.094,0.094,30,1.84,55.208,47,1.671,78.559,0,0.0,0.0,0.0123220153340635,0.0,0
BASIANO,0.093070438,0.468451645,0.116558209,0.241646492,0.027910339,0.042285435,0.000775962,0.00930148,0.0,0.0,0.0,0.1944676641996527,0.3813996791874026,0.1110092602111803,0.837349421228173,0.1413043123896681,0.1958615415105248,0.0043123079305108,0.0,0.0732221174867546,0.0008493939863127,8.711733192951179e-05,0.3488613557117299,0.2362186455268712,2.1779332982377947e-05,0.0,2016,0.1983995584988962,27878.26,10728.21,68901.16,0.1949736522091609,0.4572355087150385,0.3246858532630725,0.023104985812728,0.0365658623927788,0.3509313503089735,0.4983910172826205,0.1141117700156271,1,0.182,0.182,30,1.603,48.102,42,1.327,55.75,0,0.0,0.0,0.0132450331125827,0.0,0
SENAGO,0.143221625,0.261967314,0.241114682,0.159481792,0.067527977,0.009169296,0.039108162,0.062481189,0.003269657,0.012658306,0.0,0.200590747293895,0.3815166471372725,0.2459210698025391,0.736015037593985,0.1410147487788144,0.2262097058589394,0.0394110987639289,0.0,0.1317230792856367,0.0166063880303601,0.0007210056427747,0.1539463338556775,0.2859252538532666,0.0053028802113755,0.0,2013,0.1855796418473138,27260.02,10754.32,70324.75,0.2146862122542727,0.5119908126731068,0.2575829223805985,0.0157400526920218,0.0486609340208556,0.4345991681647334,0.4322112635041998,0.0845286343102111,8,0.243,1.943,29,1.674,48.559,48,1.758,84.397,0,0.0,0.0,0.0137134778510838,0.0,0
SENAGO,0.143221625,0.261967314,0.241114682,0.159481792,0.067527977,0.009169296,0.039108162,0.062481189,0.003269657,0.012658306,0.0,0.200590747293895,0.3815166471372725,0.2459210698025391,0.736015037593985,0.1410147487788144,0.2262097058589394,0.0394110987639289,0.0,0.1317230792856367,0.0166063880303601,0.0007210056427747,0.1539463338556775,0.2859252538532666,0.0053028802113755,0.0,2014,0.1904203964943525,27337.94,10663.76,70562.65,0.2157732097272605,0.5022840252586322,0.2648125755743651,0.017130189439742,0.0468661646104875,0.4210296989181181,0.4389231666778054,0.0931809697935889,7,0.034,0.24,29,1.161,33.68,49,1.688,82.707,0,0.0,0.0,0.0145756198153442,0.0,0
SENAGO,0.143221625,0.261967314,0.241114682,0.159481792,0.067527977,0.009169296,0.039108162,0.062481189,0.003269657,0.012658306,0.0,0.200590747293895,0.3815166471372725,0.2459210698025391,0.736015037593985,0.1410147487788144,0.2262097058589394,0.0394110987639289,0.0,0.1317230792856367,0.0166063880303601,0.0007210056427747,0.1539463338556775,0.2859252538532666,0.0053028802113755,0.0,2015,0.1938378978534418,27343.15,10671.26,70084.49,0.2141705842847548,0.4863666890530557,0.2817998656816655,0.0176628609805238,0.0454423493508392,0.3977998121510637,0.4575111767509582,0.0992466617471389,8,0.097,0.775,30,1.673,50.183,51,2.43,123.92,0,0.0,0.0,0.0147113249444855,0.0,0
SENAGO,0.143221625,0.261967314,0.241114682,0.159481792,0.067527977,0.009169296,0.039108162,0.062481189,0.003269657,0.012658306,0.0,0.200590747293895,0.3815166471372725,0.2459210698025391,0.736015037593985,0.1410147487788144,0.2262097058589394,0.0394110987639289,0.0,0.1317230792856367,0.0166063880303601,0.0007210056427747,0.1539463338556775,0.2859252538532666,0.0053028802113755,0.0,2016,0.1974041515165462,27405.83,10625.82,69890.04,0.2148754827540285,0.4874151018777467,0.2797975762418431,0.0179118391263816,0.045546861371633,0.4006885595255762,0.4544053627636601,0.0993592163391305,6,0.11,0.662,30,1.428,42.837,45,1.882,84.69,0,0.0,0.0,0.0150964238044829,0.0,0
SAN ZENONE AL LAMBRO,0.027138985,0.682803886,0.081904799,0.042594279,0.014907871,0.085745031,0.041265761,0.010069253,0.0,0.013570133,0.0,0.1881071515245354,0.3932684669592373,0.0552671000622009,0.714851212803201,0.0553638416727124,0.1170435284888171,0.0135714659317532,0.0,0.035517991287786,6.91011503653425e-05,0.0001243820706576,0.5026279475274283,0.2472715564673416,0.0292159663744668,0.0,2013,0.144349477682811,27256.33,10562.13,69398.27,0.188704318936877,0.5089700996677741,0.2887043189368771,0.0136212624584717,0.0382219025896665,0.4252719076738692,0.4635049922206168,0.0730011975158475,2,0.122,0.243,29,1.589,46.075,49,1.884,92.297,0,0.0,0.0,0.0109211775878442,0.0,0
SAN ZENONE AL LAMBRO,0.027138985,0.682803886,0.081904799,0.042594279,0.014907871,0.085745031,0.041265761,0.010069253,0.0,0.013570133,0.0,0.1881071515245354,0.3932684669592373,0.0552671000622009,0.714851212803201,0.0553638416727124,0.1170435284888171,0.0135714659317532,0.0,0.035517991287786,6.91011503653425e-05,0.0001243820706576,0.5026279475274283,0.2472715564673416,0.0292159663744668,0.0,2014,0.1466296038915913,27279.11,10713.41,69421.73,0.2014652014652014,0.4841824841824841,0.2993672993672994,0.0149850149850149,0.0442895132986121,0.4005218960406828,0.4707802441036628,0.0844083465570422,0,0.0,0.0,31,1.166,36.137,48,1.571,75.429,0,0.0,0.0,0.0115821172110261,0.0,0
SAN ZENONE AL LAMBRO,0.027138985,0.682803886,0.081904799,0.042594279,0.014907871,0.085745031,0.041265761,0.010069253,0.0,0.013570133,0.0,0.1881071515245354,0.3932684669592373,0.0552671000622009,0.714851212803201,0.0553638416727124,0.1170435284888171,0.0135714659317532,0.0,0.035517991287786,6.91011503653425e-05,0.0001243820706576,0.5026279475274283,0.2472715564673416,0.0292159663744668,0.0,2015,0.1594034024702866,27361.0,10764.62,69574.03,0.1930643547849283,0.4724908302767589,0.3194398132710904,0.0150050016672224,0.0395060946783405,0.3765524959358426,0.490704529618771,0.0932368797670458,0,0.0,0.0,30,1.751,52.538,51,2.04,104.017,0,0.0,0.0,0.0116522955022139,0.0,0
